DATAFLOW,LAST UPDATE,freq,unit,hhtyp,incgrp,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,North Macedonia,2016,2.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,North Macedonia,2017,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,North Macedonia,2018,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,North Macedonia,2019,1.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,North Macedonia,2020,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2005,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2006,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2007,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2010,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2012,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2013,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2014,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Malta,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2007,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2012,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2013,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2014,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2016,0.0,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Netherlands,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2003,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2004,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2005,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2006,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2007,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2012,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2013,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2014,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Norway,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2005,4.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2006,4.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2007,3.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2008,3.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2009,2.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2010,2.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2011,2.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2012,1.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2013,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2014,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2015,1.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2016,1.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2017,1.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2018,1.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2019,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Poland,2020,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2004,2.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2005,2.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2006,2.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2007,1.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2008,1.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2009,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2010,1.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2011,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2012,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2013,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2014,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2015,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2016,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2017,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2018,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2019,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Portugal,2020,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2007,29.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2008,29.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2009,29.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2010,28.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2011,26.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2012,25.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2013,23.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2014,21.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2015,18.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2016,19.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2017,17.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2018,14.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2019,11.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Romania,2020,10.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2013,1.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2014,1.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2015,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2016,1.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2017,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2018,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2019,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Serbia,2020,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2004,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2005,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2006,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2007,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2012,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2013,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2014,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2015,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2017,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2018,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Sweden,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2005,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2006,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2007,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2008,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2009,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2010,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2011,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2012,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2013,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2014,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2015,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2016,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2017,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2018,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2019,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovenia,2020,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2005,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2006,0.9,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2007,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2008,0.1,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2009,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2011,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2012,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2013,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2014,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2015,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2016,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2017,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2018,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2019,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Slovakia,2020,0.2,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2006,2.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2007,2.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2008,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2009,1.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2010,1.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2011,1.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2012,1.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2013,1.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2014,0.8,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2015,0.7,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2016,0.6,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2017,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2018,0.4,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2019,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,Türkiye,2020,0.5,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2005,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2006,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2007,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2008,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2009,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2010,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2011,0.0,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2012,0.3,b,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2013,0.1,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2014,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2015,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2016,0.3,,
ESTAT:SDG_06_10(1.0),03/06/24 23:00:00,Annual,Percentage,Total,Above 60% of median equivalised income,Total,Total,United Kingdom,2017,0.0,u,
