DATAFLOW,LAST UPDATE,freq,watpol,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2019,8.39,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2020,6.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2021,7.28,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Estonia,2022,7.28,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2000,54.25,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2001,54.77,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2002,55.30,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2003,55.82,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2004,57.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2005,56.16,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2006,52.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2007,61.73,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2008,48.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2009,48.97,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2010,48.89,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2011,56.88,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2012,55.51,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2013,54.83,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2014,54.15,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2015,53.47,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2016,52.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2017,57.26,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2018,52.89,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2019,49.88,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2020,44.10,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2021,42.46,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Spain,2022,49.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2000,21.23,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2001,21.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2002,20.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2003,20.91,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2004,20.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2005,20.86,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2006,20.88,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2007,21.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2008,21.39,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2009,21.10,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2010,21.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2011,20.71,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2012,21.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2013,21.22,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2014,21.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2015,21.35,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2016,21.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2017,21.06,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2018,21.18,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2019,20.82,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2020,20.43,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2021,20.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,European Union (aggregate changing according to the context),2022,20.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2000,0.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2001,0.42,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2002,0.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2003,0.33,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2004,0.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2005,0.43,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2006,0.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2007,0.57,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2008,0.42,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2009,0.24,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2010,0.26,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2011,0.24,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2012,0.37,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2013,0.70,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2014,0.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2015,0.60,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2016,0.41,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2017,0.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2018,0.35,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2019,0.22,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2020,0.24,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2021,0.16,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Finland,2022,0.16,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2000,18.34,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2001,18.62,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2002,18.12,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2003,18.72,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2004,18.37,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2005,18.17,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2006,18.23,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2007,18.94,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2008,19.56,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2009,19.59,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2010,19.78,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2011,18.63,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2012,19.77,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2013,19.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2014,18.89,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2015,18.17,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2016,18.07,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2017,17.97,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2018,18.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2019,18.29,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2020,18.51,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2021,19.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,France,2022,18.57,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2000,15.66,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2001,15.79,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2002,16.40,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2003,15.88,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2004,16.89,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2005,16.46,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2006,16.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2007,16.71,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2008,13.05,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2009,10.99,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2010,13.45,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2011,13.33,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2012,11.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2013,11.83,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2014,14.10,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2015,13.97,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2016,12.48,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2017,12.72,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2018,12.63,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2019,14.29,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2020,13.77,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2021,13.16,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Ireland,2022,13.81,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2000,18.62,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2001,18.62,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2002,17.42,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2003,14.54,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2004,16.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2005,16.94,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2006,18.50,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2007,18.93,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2008,22.39,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2009,25.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2010,16.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2011,20.93,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2012,19.14,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2013,21.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2014,23.04,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2015,22.82,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2016,20.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2017,19.98,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2018,19.01,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2019,18.65,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2020,18.30,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2021,17.94,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Italy,2022,19.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2000,0.19,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2001,0.17,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2002,0.46,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2003,0.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2004,1.23,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2005,0.86,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2006,1.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2007,6.21,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2008,6.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2009,7.06,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2010,6.01,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2011,4.96,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2012,3.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2013,2.87,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2014,5.10,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2015,3.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2016,4.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2017,4.54,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2018,3.27,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2019,3.62,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2020,3.33,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2021,3.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Latvia,2022,4.49,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2000,51.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2001,51.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2002,51.11,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2003,49.18,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2004,53.99,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2005,54.64,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2006,54.92,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2007,51.58,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2008,48.32,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2009,53.04,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2010,57.76,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2011,62.49,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2012,63.63,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2013,59.75,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2014,59.80,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2015,59.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2016,59.90,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2017,59.95,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2018,53.38,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2019,59.43,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2020,59.21,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2021,59.00,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Malta,2022,58.21,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2000,24.01,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2001,20.09,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2002,24.42,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2003,26.66,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2004,18.47,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2005,18.85,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2006,22.36,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2007,20.72,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2008,18.05,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2009,18.20,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2010,23.02,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2011,18.52,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2012,20.46,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2013,17.33,,
ESTAT:SDG_06_40(1.0),27/01/25 23:00:00,Annual,Nitrate in groundwater,Milligrams per litre,Portugal,2014,14.88,,
