DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2015,19.108,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2016,17.260,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2017,17.357,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2018,18.875,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2019,20.082,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2020,17.745,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2021,10.975,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2022,28.135,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovenia,2023,26.970,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2000,80.195,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2001,77.948,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2002,77.075,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2003,79.641,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2004,83.129,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2005,88.348,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2006,80.839,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2007,95.439,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2008,85.910,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2009,83.068,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2010,75.736,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2011,81.717,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2012,89.659,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2013,80.604,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2014,83.330,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2015,84.537,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2016,83.260,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2017,87.818,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2018,91.865,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2019,92.216,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2020,86.166,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2021,88.106,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2022,96.073,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Slovakia,2023,90.421,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2000,39.100,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2001,29.835,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2002,41.659,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2003,49.516,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2004,50.100,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2005,51.942,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2006,51.687,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2007,49.432,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2008,43.987,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2009,44.221,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2010,47.113,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2011,47.294,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2012,56.068,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2013,58.551,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2014,57.064,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2015,63.181,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2016,61.733,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2017,61.706,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2018,59.601,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2019,57.745,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2020,63.656,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2021,57.150,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Türkiye,2022,46.979,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2000,39.599,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2001,55.903,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2002,48.222,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2003,50.656,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2004,60.373,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2005,72.263,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2006,76.086,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2007,68.577,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2008,75.724,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2009,79.795,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2010,50.341,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2011,63.637,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2012,68.693,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2013,84.823,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2014,89.521,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2015,59.151,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2016,50.153,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2017,57.769,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2018,81.818,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,United Kingdom,2019,74.003,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2000,0.874,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2001,0.778,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2002,0.784,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2003,0.834,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2004,0.966,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2005,1.521,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2006,1.820,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2007,1.007,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2008,1.125,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2009,0.438,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2010,1.554,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2011,1.883,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2012,3.319,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2013,0.595,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2014,0.240,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2015,-0.100,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2016,-0.113,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2017,0.020,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2018,0.045,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2019,-0.184,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2020,0.316,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2021,-2.109,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Solid fossil fuels,Percentage,Kosovo*,2022,-1.149,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2000,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2001,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2002,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2003,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2004,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2005,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2006,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2007,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2008,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2009,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2010,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2011,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2012,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2013,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2014,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2015,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2016,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2017,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2018,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2019,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2020,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2021,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Albania,2022,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2000,80.582,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2001,72.177,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2002,72.239,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2003,80.219,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2004,79.901,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2005,88.453,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2006,88.199,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2007,82.665,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2008,88.464,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2009,86.896,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2010,75.284,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2011,104.320,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2012,87.297,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2013,74.713,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2014,98.277,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2015,72.601,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2016,85.895,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2017,90.221,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2018,88.160,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2019,122.849,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2020,73.380,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2021,51.016,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2022,149.119,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Austria,2023,101.621,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2014,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2015,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2016,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2017,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2018,100.011,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2019,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2020,100.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2021,100.021,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bosnia and Herzegovina,2022,99.979,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2000,99.321,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2001,99.653,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2002,102.055,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2003,98.897,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2004,99.925,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2005,100.517,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2006,99.803,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2007,99.473,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2008,100.399,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2009,99.311,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2010,100.269,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2011,100.501,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2012,98.614,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2013,100.516,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2014,101.176,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2015,99.324,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2016,100.559,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2017,98.410,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2018,100.551,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2019,101.796,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2020,99.132,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2021,99.894,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2022,100.803,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Belgium,2023,100.564,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2000,93.542,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2001,99.739,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2002,103.995,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2003,94.247,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2004,95.835,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2005,87.653,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2006,89.935,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2007,91.462,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2008,96.232,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2009,98.620,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2010,92.636,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2011,86.088,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2012,83.338,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2013,92.825,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2014,94.067,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2015,97.007,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2016,96.452,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2017,97.609,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2018,98.729,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2019,100.398,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2020,96.420,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2021,96.239,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2022,106.103,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Bulgaria,2023,99.694,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2000,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2001,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2002,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2003,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2004,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2005,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2006,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2007,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2008,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2009,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2010,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2011,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2012,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2013,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2014,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2015,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2016,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2017,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2018,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2019,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2020,0.000,,
ESTAT:SDG_07_50(1.0),19/12/24 23:00:00,Annual,Natural gas,Percentage,Cyprus,2021,0.000,,
