DATAFLOW,LAST UPDATE,freq,ww_tp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2002,71.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2003,71.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2004,72.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2005,78.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2006,78.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2007,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2008,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2009,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2010,79.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2011,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2012,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2013,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2014,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2015,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2016,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2017,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2018,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2019,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2020,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2021,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Estonia,2022,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2007,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2008,86.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2009,87.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2010,87.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2011,88.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2012,92.03,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2013,92.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2014,92.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2015,93.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2016,93.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2017,94.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2018,94.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2019,94.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2020,94.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2021,94.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Greece,2022,94.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2000,80.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2001,84.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2002,88.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2003,88.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2004,88.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2005,88.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2006,88.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2007,88.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2008,88.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2009,90.50,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2010,93.00,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2011,90.85,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2012,88.70,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2013,86.69,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2014,84.68,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2015,85.66,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2016,86.62,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2017,87.41,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2018,88.21,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2019,87.57,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2020,86.93,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Spain,2021,86.93,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2000,68.17,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2001,68.79,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2002,69.86,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2003,70.74,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2004,71.43,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2005,72.54,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2006,72.63,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2007,73.31,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2008,74.15,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2009,75.20,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2010,76.25,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2011,77.07,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2012,77.51,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2013,77.79,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2014,78.07,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2015,78.81,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2016,79.52,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2017,80.01,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2018,80.37,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2019,80.60,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2020,80.81,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2021,80.88,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,European Union - 27 countries (from 2020),2022,80.88,i,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2000,80.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2001,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2002,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2003,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2004,81.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2005,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2006,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2007,82.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2008,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2009,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2010,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2011,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2012,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2013,83.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2014,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2015,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2016,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2017,84.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2018,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2019,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2020,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2021,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Finland,2022,85.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2001,77.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2002,78.03,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2003,78.77,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2004,79.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2010,77.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2011,79.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2012,80.17,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2013,80.44,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2014,80.38,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2015,80.34,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2016,80.46,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2017,80.43,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2018,80.19,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2019,80.02,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2020,79.85,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2021,79.68,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,France,2022,79.56,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2011,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2012,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2013,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2014,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2015,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2016,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2017,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2018,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2019,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2020,36.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Croatia,2021,31.39,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2000,29.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2001,29.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2002,32.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2003,38.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2004,40.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2005,41.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2006,45.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2007,49.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2008,50.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2009,52.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2010,69.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2011,70.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2012,72.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2013,72.68,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2014,73.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2015,76.47,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2016,78.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2017,79.12,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2018,80.36,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2019,80.26,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2020,80.91,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2021,81.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Hungary,2022,81.73,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2001,29.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2007,59.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2008,64.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2009,71.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2010,64.58,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2011,58.16,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2012,58.78,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2013,59.38,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2014,59.98,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2015,60.56,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2016,61.15,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2017,61.98,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2018,62.66,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2019,63.09,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2020,63.63,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2021,64.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Ireland,2022,64.72,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2000,0,,
