DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Austria,2022,231,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2000,831,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2001,841,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2002,782,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2003,723,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2004,742,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2005,673,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2006,640,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2007,643,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2008,531,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2009,537,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2010,464,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2011,459,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2012,456,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2013,429,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2014,397,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2015,415,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2016,371,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2017,307,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2018,305,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2019,312,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2020,232,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2021,256,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Belgium,2022,257,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2008,576,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2009,553,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2010,427,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2011,385,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2012,348,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2013,354,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2014,371,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2015,379,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2016,428,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2017,420,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2018,339,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2019,351,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2020,284,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2021,322,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Bulgaria,2022,329,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2001,269,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2002,273,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2003,317,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2004,268,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2005,247,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2006,215,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2007,196,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2008,195,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2009,178,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2010,190,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2011,165,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2012,151,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2013,133,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2014,138,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2015,113,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2016,109,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2017,118,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2018,111,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2019,98,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2020,105,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2021,102,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Switzerland,2022,133,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2005,28,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2006,24,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2007,27,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2008,18,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2009,22,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2010,10,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2011,24,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2012,17,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2013,12,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2014,8,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2015,14,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2016,10,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2017,10,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2018,15,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2019,17,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2020,15,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2021,13,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Cyprus,2022,9,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2000,828,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2001,765,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2002,807,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2003,843,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2004,799,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2005,738,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2006,599,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2007,731,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2008,602,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2009,547,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2010,483,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2011,472,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2012,455,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2013,388,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2014,431,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2015,483,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2016,356,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2017,359,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2018,404,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2019,400,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2020,332,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2021,323,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Czechia,2022,333,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2000,4767,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2001,4481,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2002,4301,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2003,4156,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2004,3664,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2005,3228,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2006,3062,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2007,3012,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2008,2721,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2009,2452,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2010,2207,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2011,2441,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2012,2151,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2013,1934,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2014,2019,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2015,1997,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2016,1853,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2017,1795,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2018,1867,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2019,1758,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2020,1592,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2021,1498,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Germany,2022,1593,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2000,288,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2001,268,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2002,289,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2003,287,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2004,222,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2005,205,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2006,189,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2007,253,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2008,246,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2009,187,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2010,151,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2011,139,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2012,100,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2013,120,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2014,122,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2015,100,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2016,120,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2017,110,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2018,101,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2019,121,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2020,97,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2021,74,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Denmark,2022,95,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2005,124,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2006,158,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2007,133,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2008,91,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2009,79,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2010,65,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2011,76,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2014,56,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2016,51,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2017,34,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2018,54,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2019,35,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2020,42,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2021,44,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Estonia,2022,31,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2000,1282,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2001,964,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2002,847,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2003,831,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2004,788,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2005,789,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2006,736,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2007,748,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2008,689,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2009,702,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2010,578,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2011,501,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2012,432,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2013,336,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2014,338,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2015,352,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2016,352,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2017,337,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2018,272,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2019,268,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2020,225,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Greece,2021,272,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2000,4338,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2001,3380,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2002,3316,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2003,3405,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2004,2906,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2005,2786,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2006,2586,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2007,2456,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2008,1965,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2009,1658,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2010,1500,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2011,1261,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2012,1140,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2013,937,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2014,954,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2015,971,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2016,964,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2017,1013,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2018,994,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2019,896,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2020,751,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2021,800,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Spain,2022,926,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2000,27956,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2001,26074,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2002,25563,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2003,24999,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2004,23499,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2005,22190,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2006,21024,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2007,21157,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2008,19801,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2009,17736,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2010,15828,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2011,15266,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2012,14024,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2013,12597,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2014,12603,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2015,12888,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2016,12760,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2017,12424,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2018,12358,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2019,11977,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2020,9887,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2021,10292,p,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,European Union - 27 countries (from 2020),2022,10392,p,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2000,280,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2001,309,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2002,294,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2003,271,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2004,276,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2005,268,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2006,226,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2007,285,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2008,227,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2009,191,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2010,205,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2011,207,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2012,186,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2013,193,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2014,159,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2015,189,,
ESTAT:SDG_11_40(1.0),09/01/25 23:00:00,Annual,Rural roads,Number,Finland,2016,188,,
