DATAFLOW,LAST UPDATE,freq,reason,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2015,0.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2016,0.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2017,1.8,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2018,3.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2019,2.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2020,2.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2021,2.2,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2022,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Ireland,2023,1.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2006,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2007,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2020,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Iceland,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2006,3.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2007,3.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2008,3.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2009,2.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2010,2.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2011,2.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2012,2.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2013,2.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2014,2.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2015,2.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2016,2.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2017,2.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2018,2.3,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2019,2.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2020,2.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2021,1.8,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2022,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Italy,2023,1.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2006,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2007,0.6,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2008,1.2,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2009,0.7,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2010,0.7,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2011,0.6,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2013,0.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2014,0.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2015,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2016,0.2,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2017,0.2,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2018,0.2,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2019,0.2,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2021,0.3,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2022,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Lithuania,2023,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2006,0.5,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2007,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2008,0.5,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2009,2.4,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2010,1.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2011,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2012,1.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2013,1.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2014,1.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2015,2.0,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2016,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2017,2.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2018,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2019,1.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2020,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2021,0.8,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2022,0.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Luxembourg,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2006,3.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2007,3.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2008,2.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2009,2.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2010,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2011,2.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2012,1.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2013,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2014,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2015,1.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2016,1.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2017,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2018,0.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2019,1.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2020,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2021,1.1,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Latvia,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2013,0.7,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2014,1.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Montenegro,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2006,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2007,1.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2008,1.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2009,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2010,0.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2011,0.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2012,1.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2013,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2014,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2015,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2016,0.9,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2017,1.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2018,1.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2019,1.7,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,North Macedonia,2020,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2006,1.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2007,1.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2008,1.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2009,1.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2010,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2011,2.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2012,2.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2013,1.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2014,1.6,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2015,1.9,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2016,1.8,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2017,1.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2018,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2019,1.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2020,0.7,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2021,0.6,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Malta,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2006,0.5,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2007,0.5,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2008,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2009,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2010,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2011,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2012,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2013,0.2,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2014,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2015,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2016,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2017,0.3,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2018,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2019,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2020,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2021,0.9,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2022,0.9,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Netherlands,2023,0.9,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2006,0.5,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2007,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2008,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2009,0.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2010,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2011,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2012,0.4,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2013,0.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Females,From 20 to 64 years,Percentage of total population,Norway,2014,0.3,u,
