unit,country,year,value
Euro per kilogram of oil equivalent (KGOE),Iceland,2004,2.74
Euro per kilogram of oil equivalent (KGOE),Iceland,2005,2.86
Euro per kilogram of oil equivalent (KGOE),Iceland,2006,2.47
Euro per kilogram of oil equivalent (KGOE),Iceland,2007,2.27
Euro per kilogram of oil equivalent (KGOE),Iceland,2008,2.02
Euro per kilogram of oil equivalent (KGOE),Iceland,2009,1.81
Euro per kilogram of oil equivalent (KGOE),Iceland,2010,1.85
Euro per kilogram of oil equivalent (KGOE),Iceland,2011,1.76
Euro per kilogram of oil equivalent (KGOE),Iceland,2012,1.82
Euro per kilogram of oil equivalent (KGOE),Iceland,2013,1.84
Euro per kilogram of oil equivalent (KGOE),Iceland,2014,1.87
Euro per kilogram of oil equivalent (KGOE),Iceland,2015,2.02
Euro per kilogram of oil equivalent (KGOE),Iceland,2016,2.23
Euro per kilogram of oil equivalent (KGOE),Iceland,2017,2.18
Euro per kilogram of oil equivalent (KGOE),Iceland,2018,2.08
Euro per kilogram of oil equivalent (KGOE),Iceland,2019,2.19
Euro per kilogram of oil equivalent (KGOE),Iceland,2020,2.17
Euro per kilogram of oil equivalent (KGOE),Iceland,2021,2.23
Euro per kilogram of oil equivalent (KGOE),Italy,2000,8.93
Euro per kilogram of oil equivalent (KGOE),Italy,2001,9.08
Euro per kilogram of oil equivalent (KGOE),Italy,2002,9.04
Euro per kilogram of oil equivalent (KGOE),Italy,2003,8.62
Euro per kilogram of oil equivalent (KGOE),Italy,2004,8.68
Euro per kilogram of oil equivalent (KGOE),Italy,2005,8.59
Euro per kilogram of oil equivalent (KGOE),Italy,2006,8.81
Euro per kilogram of oil equivalent (KGOE),Italy,2007,8.95
Euro per kilogram of oil equivalent (KGOE),Italy,2008,8.97
Euro per kilogram of oil equivalent (KGOE),Italy,2009,9.11
Euro per kilogram of oil equivalent (KGOE),Italy,2010,9.0
Euro per kilogram of oil equivalent (KGOE),Italy,2011,9.38
Euro per kilogram of oil equivalent (KGOE),Italy,2012,9.46
Euro per kilogram of oil equivalent (KGOE),Italy,2013,9.65
Euro per kilogram of oil equivalent (KGOE),Italy,2014,10.21
Euro per kilogram of oil equivalent (KGOE),Italy,2015,9.92
Euro per kilogram of oil equivalent (KGOE),Italy,2016,10.11
Euro per kilogram of oil equivalent (KGOE),Italy,2017,9.94
Euro per kilogram of oil equivalent (KGOE),Italy,2018,10.15
Euro per kilogram of oil equivalent (KGOE),Italy,2019,10.3
Euro per kilogram of oil equivalent (KGOE),Italy,2020,10.3
Euro per kilogram of oil equivalent (KGOE),Italy,2021,10.32
Euro per kilogram of oil equivalent (KGOE),Italy,2022,11.24
Euro per kilogram of oil equivalent (KGOE),Italy,2023,11.8
Euro per kilogram of oil equivalent (KGOE),Lithuania,2000,2.46
Euro per kilogram of oil equivalent (KGOE),Lithuania,2001,2.3
Euro per kilogram of oil equivalent (KGOE),Lithuania,2002,2.29
Euro per kilogram of oil equivalent (KGOE),Lithuania,2003,2.43
Euro per kilogram of oil equivalent (KGOE),Lithuania,2004,2.55
Euro per kilogram of oil equivalent (KGOE),Lithuania,2005,2.9
Euro per kilogram of oil equivalent (KGOE),Lithuania,2006,3.15
Euro per kilogram of oil equivalent (KGOE),Lithuania,2007,3.24
Euro per kilogram of oil equivalent (KGOE),Lithuania,2008,3.33
Euro per kilogram of oil equivalent (KGOE),Lithuania,2009,3.07
Euro per kilogram of oil equivalent (KGOE),Lithuania,2010,3.83
Euro per kilogram of oil equivalent (KGOE),Lithuania,2011,3.93
Euro per kilogram of oil equivalent (KGOE),Lithuania,2012,4.07
Euro per kilogram of oil equivalent (KGOE),Lithuania,2013,4.5
Euro per kilogram of oil equivalent (KGOE),Lithuania,2014,4.69
Euro per kilogram of oil equivalent (KGOE),Lithuania,2015,4.7
Euro per kilogram of oil equivalent (KGOE),Lithuania,2016,4.66
Euro per kilogram of oil equivalent (KGOE),Lithuania,2017,4.65
Euro per kilogram of oil equivalent (KGOE),Lithuania,2018,4.78
Euro per kilogram of oil equivalent (KGOE),Lithuania,2019,5.03
Euro per kilogram of oil equivalent (KGOE),Lithuania,2020,5.15
Euro per kilogram of oil equivalent (KGOE),Lithuania,2021,5.26
Euro per kilogram of oil equivalent (KGOE),Lithuania,2022,6.02
Euro per kilogram of oil equivalent (KGOE),Lithuania,2023,6.02
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2000,8.67
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2001,8.47
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2002,8.39
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2003,8.17
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2004,7.66
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2005,7.7
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2006,8.3
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2007,9.14
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2008,9.11
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2009,9.36
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2010,9.13
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2011,9.38
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2012,9.76
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2013,10.35
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2014,10.92
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2015,11.29
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2016,11.81
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2017,11.58
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2018,11.27
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2019,11.5
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2020,13.05
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2021,13.14
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2022,14.73
Euro per kilogram of oil equivalent (KGOE),Luxembourg,2023,15.08
Euro per kilogram of oil equivalent (KGOE),Latvia,2000,3.09
Euro per kilogram of oil equivalent (KGOE),Latvia,2001,2.94
Euro per kilogram of oil equivalent (KGOE),Latvia,2002,3.17
Euro per kilogram of oil equivalent (KGOE),Latvia,2003,3.26
Euro per kilogram of oil equivalent (KGOE),Latvia,2004,3.45
Euro per kilogram of oil equivalent (KGOE),Latvia,2005,3.72
Euro per kilogram of oil equivalent (KGOE),Latvia,2006,4.1
Euro per kilogram of oil equivalent (KGOE),Latvia,2007,4.44
Euro per kilogram of oil equivalent (KGOE),Latvia,2008,4.43
Euro per kilogram of oil equivalent (KGOE),Latvia,2009,3.81
Euro per kilogram of oil equivalent (KGOE),Latvia,2010,3.6
Euro per kilogram of oil equivalent (KGOE),Latvia,2011,3.94
Euro per kilogram of oil equivalent (KGOE),Latvia,2012,4.07
Euro per kilogram of oil equivalent (KGOE),Latvia,2013,4.22
Euro per kilogram of oil equivalent (KGOE),Latvia,2014,4.32
Euro per kilogram of oil equivalent (KGOE),Latvia,2015,4.54
Euro per kilogram of oil equivalent (KGOE),Latvia,2016,4.58
Euro per kilogram of oil equivalent (KGOE),Latvia,2017,4.63
Euro per kilogram of oil equivalent (KGOE),Latvia,2018,4.81
Euro per kilogram of oil equivalent (KGOE),Latvia,2019,4.74
Euro per kilogram of oil equivalent (KGOE),Latvia,2020,4.95
Euro per kilogram of oil equivalent (KGOE),Latvia,2021,5.05
Euro per kilogram of oil equivalent (KGOE),Latvia,2022,5.49
Euro per kilogram of oil equivalent (KGOE),Latvia,2023,5.66
Euro per kilogram of oil equivalent (KGOE),Montenegro,2006,2.45
Euro per kilogram of oil equivalent (KGOE),Montenegro,2007,2.63
Euro per kilogram of oil equivalent (KGOE),Montenegro,2008,2.62
Euro per kilogram of oil equivalent (KGOE),Montenegro,2009,3.15
Euro per kilogram of oil equivalent (KGOE),Montenegro,2010,2.77
Euro per kilogram of oil equivalent (KGOE),Montenegro,2011,2.85
Euro per kilogram of oil equivalent (KGOE),Montenegro,2012,2.93
Euro per kilogram of oil equivalent (KGOE),Montenegro,2013,3.27
Euro per kilogram of oil equivalent (KGOE),Montenegro,2014,3.4
Euro per kilogram of oil equivalent (KGOE),Montenegro,2015,3.36
Euro per kilogram of oil equivalent (KGOE),Montenegro,2016,3.56
Euro per kilogram of oil equivalent (KGOE),Montenegro,2017,3.56
Euro per kilogram of oil equivalent (KGOE),Montenegro,2018,3.61
Euro per kilogram of oil equivalent (KGOE),Montenegro,2019,3.62
Euro per kilogram of oil equivalent (KGOE),Montenegro,2020,3.34
Euro per kilogram of oil equivalent (KGOE),Montenegro,2021,3.53
Euro per kilogram of oil equivalent (KGOE),Montenegro,2022,3.87
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2000,1.97
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2001,1.98
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2002,2.04
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2003,1.91
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2004,2.02
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2005,2.0
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2006,2.07
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2007,2.11
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2008,2.28
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2009,2.44
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2010,2.47
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2011,2.33
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2012,2.41
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2013,2.68
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2014,2.85
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2015,3.01
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2016,3.05
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2017,3.02
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2018,3.31
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2019,3.12
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2020,3.27
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2021,3.32
Euro per kilogram of oil equivalent (KGOE),North Macedonia,2022,3.31
Euro per kilogram of oil equivalent (KGOE),Malta,2000,3.64
Euro per kilogram of oil equivalent (KGOE),Malta,2001,3.29
Euro per kilogram of oil equivalent (KGOE),Malta,2002,3.46
Euro per kilogram of oil equivalent (KGOE),Malta,2003,3.09
Euro per kilogram of oil equivalent (KGOE),Malta,2004,2.95
Euro per kilogram of oil equivalent (KGOE),Malta,2005,3.66
Euro per kilogram of oil equivalent (KGOE),Malta,2006,3.54
Euro per kilogram of oil equivalent (KGOE),Malta,2007,3.49
Euro per kilogram of oil equivalent (KGOE),Malta,2008,3.47
Euro per kilogram of oil equivalent (KGOE),Malta,2009,3.19
Euro per kilogram of oil equivalent (KGOE),Malta,2010,2.87
Euro per kilogram of oil equivalent (KGOE),Malta,2011,3.05
Euro per kilogram of oil equivalent (KGOE),Malta,2012,3.33
Euro per kilogram of oil equivalent (KGOE),Malta,2013,3.71
Euro per kilogram of oil equivalent (KGOE),Malta,2014,3.9
Euro per kilogram of oil equivalent (KGOE),Malta,2015,3.94
Euro per kilogram of oil equivalent (KGOE),Malta,2016,3.81
Euro per kilogram of oil equivalent (KGOE),Malta,2017,3.6
Euro per kilogram of oil equivalent (KGOE),Malta,2018,3.73
Euro per kilogram of oil equivalent (KGOE),Malta,2019,3.75
Euro per kilogram of oil equivalent (KGOE),Malta,2020,3.89
Euro per kilogram of oil equivalent (KGOE),Malta,2021,4.74
Euro per kilogram of oil equivalent (KGOE),Malta,2022,4.45
Euro per kilogram of oil equivalent (KGOE),Malta,2023,4.52
Euro per kilogram of oil equivalent (KGOE),Netherlands,2000,6.14
Euro per kilogram of oil equivalent (KGOE),Netherlands,2001,6.07
Euro per kilogram of oil equivalent (KGOE),Netherlands,2002,6.04
Euro per kilogram of oil equivalent (KGOE),Netherlands,2003,5.92
Euro per kilogram of oil equivalent (KGOE),Netherlands,2004,5.91
Euro per kilogram of oil equivalent (KGOE),Netherlands,2005,6.04
Euro per kilogram of oil equivalent (KGOE),Netherlands,2006,6.23
Euro per kilogram of oil equivalent (KGOE),Netherlands,2007,6.46
Euro per kilogram of oil equivalent (KGOE),Netherlands,2008,6.69
Euro per kilogram of oil equivalent (KGOE),Netherlands,2009,6.67
Euro per kilogram of oil equivalent (KGOE),Netherlands,2010,6.43
Euro per kilogram of oil equivalent (KGOE),Netherlands,2011,6.85
Euro per kilogram of oil equivalent (KGOE),Netherlands,2012,6.86
Euro per kilogram of oil equivalent (KGOE),Netherlands,2013,7.02
Euro per kilogram of oil equivalent (KGOE),Netherlands,2014,7.49
Euro per kilogram of oil equivalent (KGOE),Netherlands,2015,7.6
Euro per kilogram of oil equivalent (KGOE),Netherlands,2016,7.65
Euro per kilogram of oil equivalent (KGOE),Netherlands,2017,7.77
Euro per kilogram of oil equivalent (KGOE),Netherlands,2018,8.11
Euro per kilogram of oil equivalent (KGOE),Netherlands,2019,8.45
Euro per kilogram of oil equivalent (KGOE),Netherlands,2020,8.49
Euro per kilogram of oil equivalent (KGOE),Netherlands,2021,8.83
Euro per kilogram of oil equivalent (KGOE),Netherlands,2022,10.08
Euro per kilogram of oil equivalent (KGOE),Netherlands,2023,10.46
Euro per kilogram of oil equivalent (KGOE),Norway,2000,10.56
Euro per kilogram of oil equivalent (KGOE),Norway,2001,10.13
Euro per kilogram of oil equivalent (KGOE),Norway,2002,11.14
Euro per kilogram of oil equivalent (KGOE),Norway,2003,10.46
Euro per kilogram of oil equivalent (KGOE),Norway,2004,10.27
Euro per kilogram of oil equivalent (KGOE),Norway,2005,10.24
Euro per kilogram of oil equivalent (KGOE),Norway,2006,10.44
Euro per kilogram of oil equivalent (KGOE),Norway,2007,11.36
Euro per kilogram of oil equivalent (KGOE),Norway,2008,10.39
Euro per kilogram of oil equivalent (KGOE),Norway,2009,10.39
Euro per kilogram of oil equivalent (KGOE),Norway,2010,9.85
Euro per kilogram of oil equivalent (KGOE),Norway,2011,11.37
Euro per kilogram of oil equivalent (KGOE),Norway,2012,10.97
Euro per kilogram of oil equivalent (KGOE),Norway,2013,10.58
Euro per kilogram of oil equivalent (KGOE),Norway,2014,11.75
Euro per kilogram of oil equivalent (KGOE),Norway,2015,13.27
Euro per kilogram of oil equivalent (KGOE),Norway,2016,12.2
Euro per kilogram of oil equivalent (KGOE),Norway,2017,11.85
Euro per kilogram of oil equivalent (KGOE),Norway,2018,11.9
Euro per kilogram of oil equivalent (KGOE),Norway,2019,12.63
Euro per kilogram of oil equivalent (KGOE),Norway,2020,12.78
Euro per kilogram of oil equivalent (KGOE),Norway,2021,12.81
Euro per kilogram of oil equivalent (KGOE),Norway,2022,14.67
Euro per kilogram of oil equivalent (KGOE),Poland,2000,2.78
Euro per kilogram of oil equivalent (KGOE),Poland,2001,2.79
Euro per kilogram of oil equivalent (KGOE),Poland,2002,2.88
Euro per kilogram of oil equivalent (KGOE),Poland,2003,2.9
Euro per kilogram of oil equivalent (KGOE),Poland,2004,3.04
Euro per kilogram of oil equivalent (KGOE),Poland,2005,3.1
Euro per kilogram of oil equivalent (KGOE),Poland,2006,3.13
Euro per kilogram of oil equivalent (KGOE),Poland,2007,3.35
Euro per kilogram of oil equivalent (KGOE),Poland,2008,3.46
Euro per kilogram of oil equivalent (KGOE),Poland,2009,3.7
Euro per kilogram of oil equivalent (KGOE),Poland,2010,3.54
Euro per kilogram of oil equivalent (KGOE),Poland,2011,3.73
Euro per kilogram of oil equivalent (KGOE),Poland,2012,3.94
Euro per kilogram of oil equivalent (KGOE),Poland,2013,3.94
Euro per kilogram of oil equivalent (KGOE),Poland,2014,4.25
Euro per kilogram of oil equivalent (KGOE),Poland,2015,4.39
Euro per kilogram of oil equivalent (KGOE),Poland,2016,4.31
Euro per kilogram of oil equivalent (KGOE),Poland,2017,4.33
Euro per kilogram of oil equivalent (KGOE),Poland,2018,4.4
Euro per kilogram of oil equivalent (KGOE),Poland,2019,4.77
Euro per kilogram of oil equivalent (KGOE),Poland,2020,4.81
Euro per kilogram of oil equivalent (KGOE),Poland,2021,4.83
Euro per kilogram of oil equivalent (KGOE),Poland,2022,5.33
Euro per kilogram of oil equivalent (KGOE),Poland,2023,5.69
Euro per kilogram of oil equivalent (KGOE),Portugal,2000,6.42
Euro per kilogram of oil equivalent (KGOE),Portugal,2001,6.55
Euro per kilogram of oil equivalent (KGOE),Portugal,2002,6.34
Euro per kilogram of oil equivalent (KGOE),Portugal,2003,6.43
Euro per kilogram of oil equivalent (KGOE),Portugal,2004,6.32
Euro per kilogram of oil equivalent (KGOE),Portugal,2005,6.23
Euro per kilogram of oil equivalent (KGOE),Portugal,2006,6.63
Euro per kilogram of oil equivalent (KGOE),Portugal,2007,6.82
Euro per kilogram of oil equivalent (KGOE),Portugal,2008,6.99
Euro per kilogram of oil equivalent (KGOE),Portugal,2009,6.89
Euro per kilogram of oil equivalent (KGOE),Portugal,2010,7.24
Euro per kilogram of oil equivalent (KGOE),Portugal,2011,7.27
Euro per kilogram of oil equivalent (KGOE),Portugal,2012,7.39
Euro per kilogram of oil equivalent (KGOE),Portugal,2013,7.29
Euro per kilogram of oil equivalent (KGOE),Portugal,2014,7.26
Euro per kilogram of oil equivalent (KGOE),Portugal,2015,7.09
Euro per kilogram of oil equivalent (KGOE),Portugal,2016,7.22
Euro per kilogram of oil equivalent (KGOE),Portugal,2017,7.13
Euro per kilogram of oil equivalent (KGOE),Portugal,2018,7.51
Euro per kilogram of oil equivalent (KGOE),Portugal,2019,7.71
Euro per kilogram of oil equivalent (KGOE),Portugal,2020,7.96
Euro per kilogram of oil equivalent (KGOE),Portugal,2021,8.36
Euro per kilogram of oil equivalent (KGOE),Portugal,2022,8.53
Euro per kilogram of oil equivalent (KGOE),Portugal,2023,8.98
Euro per kilogram of oil equivalent (KGOE),Romania,2000,2.31
Euro per kilogram of oil equivalent (KGOE),Romania,2001,2.41
Euro per kilogram of oil equivalent (KGOE),Romania,2002,2.46
Euro per kilogram of oil equivalent (KGOE),Romania,2003,2.42
Euro per kilogram of oil equivalent (KGOE),Romania,2004,2.71
Euro per kilogram of oil equivalent (KGOE),Romania,2005,2.89
Euro per kilogram of oil equivalent (KGOE),Romania,2006,3.01
Euro per kilogram of oil equivalent (KGOE),Romania,2007,3.25
Euro per kilogram of oil equivalent (KGOE),Romania,2008,3.56
Euro per kilogram of oil equivalent (KGOE),Romania,2009,3.84
Euro per kilogram of oil equivalent (KGOE),Romania,2010,3.66
Euro per kilogram of oil equivalent (KGOE),Romania,2011,3.75
Euro per kilogram of oil equivalent (KGOE),Romania,2012,3.9
Euro per kilogram of oil equivalent (KGOE),Romania,2013,4.29
Euro per kilogram of oil equivalent (KGOE),Romania,2014,4.51
Euro per kilogram of oil equivalent (KGOE),Romania,2015,4.61
Euro per kilogram of oil equivalent (KGOE),Romania,2016,4.76
Euro per kilogram of oil equivalent (KGOE),Romania,2017,4.88
Euro per kilogram of oil equivalent (KGOE),Romania,2018,5.17
Euro per kilogram of oil equivalent (KGOE),Romania,2019,5.43
Euro per kilogram of oil equivalent (KGOE),Romania,2020,5.39
Euro per kilogram of oil equivalent (KGOE),Romania,2021,5.35
Euro per kilogram of oil equivalent (KGOE),Romania,2022,6.03
Euro per kilogram of oil equivalent (KGOE),Romania,2023,6.35
Euro per kilogram of oil equivalent (KGOE),Serbia,2000,1.47
Euro per kilogram of oil equivalent (KGOE),Serbia,2001,1.44
Euro per kilogram of oil equivalent (KGOE),Serbia,2002,1.44
Euro per kilogram of oil equivalent (KGOE),Serbia,2003,1.43
Euro per kilogram of oil equivalent (KGOE),Serbia,2004,1.43
Euro per kilogram of oil equivalent (KGOE),Serbia,2005,1.7
Euro per kilogram of oil equivalent (KGOE),Serbia,2006,1.68
Euro per kilogram of oil equivalent (KGOE),Serbia,2007,1.84
Euro per kilogram of oil equivalent (KGOE),Serbia,2008,1.91
Euro per kilogram of oil equivalent (KGOE),Serbia,2009,2.06
Euro per kilogram of oil equivalent (KGOE),Serbia,2010,2.02
Euro per kilogram of oil equivalent (KGOE),Serbia,2011,1.97
Euro per kilogram of oil equivalent (KGOE),Serbia,2012,2.19
Euro per kilogram of oil equivalent (KGOE),Serbia,2013,2.2
Euro per kilogram of oil equivalent (KGOE),Serbia,2014,2.42
Euro per kilogram of oil equivalent (KGOE),Serbia,2015,2.22
Euro per kilogram of oil equivalent (KGOE),Serbia,2016,2.2
Euro per kilogram of oil equivalent (KGOE),Serbia,2017,2.21
Euro per kilogram of oil equivalent (KGOE),Serbia,2018,2.34
Euro per kilogram of oil equivalent (KGOE),Serbia,2019,2.46
Euro per kilogram of oil equivalent (KGOE),Serbia,2020,2.35
Euro per kilogram of oil equivalent (KGOE),Serbia,2021,2.49
Euro per kilogram of oil equivalent (KGOE),Serbia,2022,2.53
Euro per kilogram of oil equivalent (KGOE),Sweden,2000,6.19
Euro per kilogram of oil equivalent (KGOE),Sweden,2001,5.92
Euro per kilogram of oil equivalent (KGOE),Sweden,2002,5.95
Euro per kilogram of oil equivalent (KGOE),Sweden,2003,6.14
Euro per kilogram of oil equivalent (KGOE),Sweden,2004,6.13
Euro per kilogram of oil equivalent (KGOE),Sweden,2005,6.44
Euro per kilogram of oil equivalent (KGOE),Sweden,2006,6.89
Euro per kilogram of oil equivalent (KGOE),Sweden,2007,7.15
Euro per kilogram of oil equivalent (KGOE),Sweden,2008,7.12
Euro per kilogram of oil equivalent (KGOE),Sweden,2009,7.5
Euro per kilogram of oil equivalent (KGOE),Sweden,2010,7.1
Euro per kilogram of oil equivalent (KGOE),Sweden,2011,7.31
Euro per kilogram of oil equivalent (KGOE),Sweden,2012,7.3
Euro per kilogram of oil equivalent (KGOE),Sweden,2013,7.51
Euro per kilogram of oil equivalent (KGOE),Sweden,2014,7.76
Euro per kilogram of oil equivalent (KGOE),Sweden,2015,8.46
Euro per kilogram of oil equivalent (KGOE),Sweden,2016,8.28
Euro per kilogram of oil equivalent (KGOE),Sweden,2017,8.18
Euro per kilogram of oil equivalent (KGOE),Sweden,2018,8.31
Euro per kilogram of oil equivalent (KGOE),Sweden,2019,8.7
Euro per kilogram of oil equivalent (KGOE),Sweden,2020,9.32
Euro per kilogram of oil equivalent (KGOE),Sweden,2021,9.4
Euro per kilogram of oil equivalent (KGOE),Sweden,2022,9.89
Euro per kilogram of oil equivalent (KGOE),Sweden,2023,10.07
Euro per kilogram of oil equivalent (KGOE),Slovenia,2000,4.21
Euro per kilogram of oil equivalent (KGOE),Slovenia,2001,4.08
Euro per kilogram of oil equivalent (KGOE),Slovenia,2002,4.2
Euro per kilogram of oil equivalent (KGOE),Slovenia,2003,4.27
Euro per kilogram of oil equivalent (KGOE),Slovenia,2004,4.34
Euro per kilogram of oil equivalent (KGOE),Slovenia,2005,4.34
Euro per kilogram of oil equivalent (KGOE),Slovenia,2006,4.62
Euro per kilogram of oil equivalent (KGOE),Slovenia,2007,4.88
Euro per kilogram of oil equivalent (KGOE),Slovenia,2008,4.77
Euro per kilogram of oil equivalent (KGOE),Slovenia,2009,5.03
Euro per kilogram of oil equivalent (KGOE),Slovenia,2010,4.96
Euro per kilogram of oil equivalent (KGOE),Slovenia,2011,4.99
Euro per kilogram of oil equivalent (KGOE),Slovenia,2012,5.03
Euro per kilogram of oil equivalent (KGOE),Slovenia,2013,5.11
Euro per kilogram of oil equivalent (KGOE),Slovenia,2014,5.43
Euro per kilogram of oil equivalent (KGOE),Slovenia,2015,5.6
Euro per kilogram of oil equivalent (KGOE),Slovenia,2016,5.54
Euro per kilogram of oil equivalent (KGOE),Slovenia,2017,5.63
Euro per kilogram of oil equivalent (KGOE),Slovenia,2018,5.87
Euro per kilogram of oil equivalent (KGOE),Slovenia,2019,6.21
Euro per kilogram of oil equivalent (KGOE),Slovenia,2020,6.39
Euro per kilogram of oil equivalent (KGOE),Slovenia,2021,6.74
Euro per kilogram of oil equivalent (KGOE),Slovenia,2022,7.21
Euro per kilogram of oil equivalent (KGOE),Slovenia,2023,7.72
Euro per kilogram of oil equivalent (KGOE),Slovakia,2000,2.39
Euro per kilogram of oil equivalent (KGOE),Slovakia,2001,2.36
Euro per kilogram of oil equivalent (KGOE),Slovakia,2002,2.44
Euro per kilogram of oil equivalent (KGOE),Slovakia,2003,2.57
Euro per kilogram of oil equivalent (KGOE),Slovakia,2004,2.75
Euro per kilogram of oil equivalent (KGOE),Slovakia,2005,2.86
Euro per kilogram of oil equivalent (KGOE),Slovakia,2006,3.15
Euro per kilogram of oil equivalent (KGOE),Slovakia,2007,3.64
Euro per kilogram of oil equivalent (KGOE),Slovakia,2008,3.73
Euro per kilogram of oil equivalent (KGOE),Slovakia,2009,3.86
Euro per kilogram of oil equivalent (KGOE),Slovakia,2010,3.73
Euro per kilogram of oil equivalent (KGOE),Slovakia,2011,3.95
Euro per kilogram of oil equivalent (KGOE),Slovakia,2012,4.14
Euro per kilogram of oil equivalent (KGOE),Slovakia,2013,4.13
Euro per kilogram of oil equivalent (KGOE),Slovakia,2014,4.59
Euro per kilogram of oil equivalent (KGOE),Slovakia,2015,4.62
Euro per kilogram of oil equivalent (KGOE),Slovakia,2016,4.67
Euro per kilogram of oil equivalent (KGOE),Slovakia,2017,4.57
Euro per kilogram of oil equivalent (KGOE),Slovakia,2018,4.85
Euro per kilogram of oil equivalent (KGOE),Slovakia,2019,5.11
Euro per kilogram of oil equivalent (KGOE),Slovakia,2020,5.15
Euro per kilogram of oil equivalent (KGOE),Slovakia,2021,5.03
Euro per kilogram of oil equivalent (KGOE),Slovakia,2022,5.41
Euro per kilogram of oil equivalent (KGOE),Slovakia,2023,5.48
Euro per kilogram of oil equivalent (KGOE),Türkiye,2000,5.07
Euro per kilogram of oil equivalent (KGOE),Türkiye,2001,5.21
Euro per kilogram of oil equivalent (KGOE),Türkiye,2002,5.22
Euro per kilogram of oil equivalent (KGOE),Türkiye,2003,5.21
Euro per kilogram of oil equivalent (KGOE),Türkiye,2004,5.54
Euro per kilogram of oil equivalent (KGOE),Türkiye,2005,5.8
Euro per kilogram of oil equivalent (KGOE),Türkiye,2006,5.64
Euro per kilogram of oil equivalent (KGOE),Türkiye,2007,5.5
Euro per kilogram of oil equivalent (KGOE),Türkiye,2008,5.66
Euro per kilogram of oil equivalent (KGOE),Türkiye,2009,5.39
Euro per kilogram of oil equivalent (KGOE),Türkiye,2010,5.53
Euro per kilogram of oil equivalent (KGOE),Türkiye,2011,5.76
Euro per kilogram of oil equivalent (KGOE),Türkiye,2012,5.77
Euro per kilogram of oil equivalent (KGOE),Türkiye,2013,6.43
Euro per kilogram of oil equivalent (KGOE),Türkiye,2014,6.29
Euro per kilogram of oil equivalent (KGOE),Türkiye,2015,6.18
Euro per kilogram of oil equivalent (KGOE),Türkiye,2016,6.05
Euro per kilogram of oil equivalent (KGOE),Türkiye,2017,6.04
Euro per kilogram of oil equivalent (KGOE),Türkiye,2018,6.32
Euro per kilogram of oil equivalent (KGOE),Türkiye,2019,6.29
Euro per kilogram of oil equivalent (KGOE),Türkiye,2020,6.51
Euro per kilogram of oil equivalent (KGOE),Türkiye,2021,6.64
Euro per kilogram of oil equivalent (KGOE),Türkiye,2022,6.71
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2000,6.79
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2001,6.95
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2002,7.21
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2003,7.31
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2004,7.53
