siec,unit,country,year,value
Natural gas,Percentage,Belgium,2023,100.564
Natural gas,Percentage,Bulgaria,2000,93.542
Natural gas,Percentage,Bulgaria,2001,99.739
Natural gas,Percentage,Bulgaria,2002,103.995
Natural gas,Percentage,Bulgaria,2003,94.247
Natural gas,Percentage,Bulgaria,2004,95.835
Natural gas,Percentage,Bulgaria,2005,87.653
Natural gas,Percentage,Bulgaria,2006,89.935
Natural gas,Percentage,Bulgaria,2007,91.462
Natural gas,Percentage,Bulgaria,2008,96.232
Natural gas,Percentage,Bulgaria,2009,98.62
Natural gas,Percentage,Bulgaria,2010,92.636
Natural gas,Percentage,Bulgaria,2011,86.088
Natural gas,Percentage,Bulgaria,2012,83.338
Natural gas,Percentage,Bulgaria,2013,92.825
Natural gas,Percentage,Bulgaria,2014,94.067
Natural gas,Percentage,Bulgaria,2015,97.007
Natural gas,Percentage,Bulgaria,2016,96.452
Natural gas,Percentage,Bulgaria,2017,97.609
Natural gas,Percentage,Bulgaria,2018,98.729
Natural gas,Percentage,Bulgaria,2019,100.398
Natural gas,Percentage,Bulgaria,2020,96.42
Natural gas,Percentage,Bulgaria,2021,96.239
Natural gas,Percentage,Bulgaria,2022,106.103
Natural gas,Percentage,Bulgaria,2023,99.694
Natural gas,Percentage,Cyprus,2000,0.0
Natural gas,Percentage,Cyprus,2001,0.0
Natural gas,Percentage,Cyprus,2002,0.0
Natural gas,Percentage,Cyprus,2003,0.0
Natural gas,Percentage,Cyprus,2004,0.0
Natural gas,Percentage,Cyprus,2005,0.0
Natural gas,Percentage,Cyprus,2006,0.0
Natural gas,Percentage,Cyprus,2007,0.0
Natural gas,Percentage,Cyprus,2008,0.0
Natural gas,Percentage,Cyprus,2009,0.0
Natural gas,Percentage,Cyprus,2010,0.0
Natural gas,Percentage,Cyprus,2011,0.0
Natural gas,Percentage,Cyprus,2012,0.0
Natural gas,Percentage,Cyprus,2013,0.0
Natural gas,Percentage,Cyprus,2014,0.0
Natural gas,Percentage,Cyprus,2015,0.0
Natural gas,Percentage,Cyprus,2016,0.0
Natural gas,Percentage,Cyprus,2017,0.0
Natural gas,Percentage,Cyprus,2018,0.0
Natural gas,Percentage,Cyprus,2019,0.0
Natural gas,Percentage,Cyprus,2020,0.0
Natural gas,Percentage,Cyprus,2021,0.0
Natural gas,Percentage,Cyprus,2022,0.0
Natural gas,Percentage,Cyprus,2023,0.0
Natural gas,Percentage,Czechia,2000,99.758
Natural gas,Percentage,Czechia,2001,96.317
Natural gas,Percentage,Czechia,2002,102.001
Natural gas,Percentage,Czechia,2003,98.163
Natural gas,Percentage,Czechia,2004,91.092
Natural gas,Percentage,Czechia,2005,97.807
Natural gas,Percentage,Czechia,2006,104.445
Natural gas,Percentage,Czechia,2007,93.439
Natural gas,Percentage,Czechia,2008,98.668
Natural gas,Percentage,Czechia,2009,104.009
Natural gas,Percentage,Czechia,2010,84.838
Natural gas,Percentage,Czechia,2011,110.225
Natural gas,Percentage,Czechia,2012,88.993
Natural gas,Percentage,Czechia,2013,100.216
Natural gas,Percentage,Czechia,2014,96.272
Natural gas,Percentage,Czechia,2015,95.089
Natural gas,Percentage,Czechia,2016,95.707
Natural gas,Percentage,Czechia,2017,101.857
Natural gas,Percentage,Czechia,2018,96.838
Natural gas,Percentage,Czechia,2019,109.753
Natural gas,Percentage,Czechia,2020,86.038
Natural gas,Percentage,Czechia,2021,92.129
Natural gas,Percentage,Czechia,2022,113.376
Natural gas,Percentage,Czechia,2023,100.093
Natural gas,Percentage,Germany,2000,79.141
Natural gas,Percentage,Germany,2001,76.989
Natural gas,Percentage,Germany,2002,79.49
Natural gas,Percentage,Germany,2003,78.669
Natural gas,Percentage,Germany,2004,83.749
Natural gas,Percentage,Germany,2005,79.632
Natural gas,Percentage,Germany,2006,81.956
Natural gas,Percentage,Germany,2007,77.71
Natural gas,Percentage,Germany,2008,82.233
Natural gas,Percentage,Germany,2009,85.762
Natural gas,Percentage,Germany,2010,81.213
Natural gas,Percentage,Germany,2011,86.754
Natural gas,Percentage,Germany,2012,85.687
Natural gas,Percentage,Germany,2013,86.921
Natural gas,Percentage,Germany,2014,89.426
Natural gas,Percentage,Germany,2015,90.057
Natural gas,Percentage,Germany,2016,88.56
Natural gas,Percentage,Germany,2017,91.373
Natural gas,Percentage,Germany,2018,95.893
Natural gas,Percentage,Germany,2019,100.068
Natural gas,Percentage,Germany,2020,89.104
Natural gas,Percentage,Germany,2021,90.686
Natural gas,Percentage,Germany,2022,105.896
Natural gas,Percentage,Germany,2023,93.66
Natural gas,Percentage,Denmark,2000,-64.787
Natural gas,Percentage,Denmark,2001,-65.956
Natural gas,Percentage,Denmark,2002,-64.496
Natural gas,Percentage,Denmark,2003,-55.666
Natural gas,Percentage,Denmark,2004,-79.662
Natural gas,Percentage,Denmark,2005,-113.888
Natural gas,Percentage,Denmark,2006,-103.337
Natural gas,Percentage,Denmark,2007,-99.698
Natural gas,Percentage,Denmark,2008,-120.97
Natural gas,Percentage,Denmark,2009,-91.842
Natural gas,Percentage,Denmark,2010,-68.334
Natural gas,Percentage,Denmark,2011,-55.119
Natural gas,Percentage,Denmark,2012,-53.133
Natural gas,Percentage,Denmark,2013,-23.231
Natural gas,Percentage,Denmark,2014,-46.864
Natural gas,Percentage,Denmark,2015,-48.153
Natural gas,Percentage,Denmark,2016,-44.595
Natural gas,Percentage,Denmark,2017,-56.066
Natural gas,Percentage,Denmark,2018,-38.494
Natural gas,Percentage,Denmark,2019,-7.164
Natural gas,Percentage,Denmark,2020,37.417
Natural gas,Percentage,Denmark,2021,27.812
Natural gas,Percentage,Denmark,2022,27.065
Natural gas,Percentage,Denmark,2023,13.406
Natural gas,Percentage,Euro area – 20 countries (from 2023),2000,68.591
Natural gas,Percentage,Euro area – 20 countries (from 2023),2001,64.743
Natural gas,Percentage,Euro area – 20 countries (from 2023),2002,69.155
Natural gas,Percentage,Euro area – 20 countries (from 2023),2003,69.515
Natural gas,Percentage,Euro area – 20 countries (from 2023),2004,69.292
Natural gas,Percentage,Euro area – 20 countries (from 2023),2005,71.898
Natural gas,Percentage,Euro area – 20 countries (from 2023),2006,74.006
Natural gas,Percentage,Euro area – 20 countries (from 2023),2007,71.348
Natural gas,Percentage,Euro area – 20 countries (from 2023),2008,72.571
Natural gas,Percentage,Euro area – 20 countries (from 2023),2009,73.439
Natural gas,Percentage,Euro area – 20 countries (from 2023),2010,70.259
Natural gas,Percentage,Euro area – 20 countries (from 2023),2011,74.064
Natural gas,Percentage,Euro area – 20 countries (from 2023),2012,71.593
Natural gas,Percentage,Euro area – 20 countries (from 2023),2013,69.859
Natural gas,Percentage,Euro area – 20 countries (from 2023),2014,74.202
Natural gas,Percentage,Euro area – 20 countries (from 2023),2015,77.869
Natural gas,Percentage,Euro area – 20 countries (from 2023),2016,78.042
Natural gas,Percentage,Euro area – 20 countries (from 2023),2017,82.749
Natural gas,Percentage,Euro area – 20 countries (from 2023),2018,86.921
Natural gas,Percentage,Euro area – 20 countries (from 2023),2019,91.685
Natural gas,Percentage,Euro area – 20 countries (from 2023),2020,86.608
Natural gas,Percentage,Euro area – 20 countries (from 2023),2021,86.232
Natural gas,Percentage,Euro area – 20 countries (from 2023),2022,101.068
Natural gas,Percentage,Euro area – 20 countries (from 2023),2023,93.243
Natural gas,Percentage,Estonia,2000,100.0
Natural gas,Percentage,Estonia,2001,100.0
Natural gas,Percentage,Estonia,2002,100.0
Natural gas,Percentage,Estonia,2003,100.0
Natural gas,Percentage,Estonia,2004,100.0
Natural gas,Percentage,Estonia,2005,100.0
Natural gas,Percentage,Estonia,2006,100.0
Natural gas,Percentage,Estonia,2007,100.0
Natural gas,Percentage,Estonia,2008,100.0
Natural gas,Percentage,Estonia,2009,100.0
Natural gas,Percentage,Estonia,2010,100.0
Natural gas,Percentage,Estonia,2011,100.0
Natural gas,Percentage,Estonia,2012,100.0
Natural gas,Percentage,Estonia,2013,100.0
Natural gas,Percentage,Estonia,2014,100.0
Natural gas,Percentage,Estonia,2015,100.0
Natural gas,Percentage,Estonia,2016,100.0
Natural gas,Percentage,Estonia,2017,100.0
Natural gas,Percentage,Estonia,2018,100.0
Natural gas,Percentage,Estonia,2019,100.0
Natural gas,Percentage,Estonia,2020,100.0
Natural gas,Percentage,Estonia,2021,100.0
Natural gas,Percentage,Estonia,2022,100.0
Natural gas,Percentage,Estonia,2023,100.0
Natural gas,Percentage,Greece,2000,99.062
Natural gas,Percentage,Greece,2001,99.215
Natural gas,Percentage,Greece,2002,97.416
Natural gas,Percentage,Greece,2003,98.809
Natural gas,Percentage,Greece,2004,97.534
Natural gas,Percentage,Greece,2005,99.094
Natural gas,Percentage,Greece,2006,99.063
Natural gas,Percentage,Greece,2007,99.13
Natural gas,Percentage,Greece,2008,100.01
Natural gas,Percentage,Greece,2009,99.728
Natural gas,Percentage,Greece,2010,99.882
Natural gas,Percentage,Greece,2011,100.031
Natural gas,Percentage,Greece,2012,100.321
Natural gas,Percentage,Greece,2013,99.95
Natural gas,Percentage,Greece,2014,99.288
Natural gas,Percentage,Greece,2015,99.877
Natural gas,Percentage,Greece,2016,99.218
Natural gas,Percentage,Greece,2017,100.509
Natural gas,Percentage,Greece,2018,100.665
Natural gas,Percentage,Greece,2019,98.987
Natural gas,Percentage,Greece,2020,100.694
Natural gas,Percentage,Greece,2021,99.409
Natural gas,Percentage,Greece,2022,101.561
Natural gas,Percentage,Greece,2023,97.604
Natural gas,Percentage,Spain,2000,101.628
Natural gas,Percentage,Spain,2001,96.505
Natural gas,Percentage,Spain,2002,100.951
Natural gas,Percentage,Spain,2003,99.136
Natural gas,Percentage,Spain,2004,97.79
Natural gas,Percentage,Spain,2005,101.355
Natural gas,Percentage,Spain,2006,100.116
Natural gas,Percentage,Spain,2007,99.121
Natural gas,Percentage,Spain,2008,100.937
Natural gas,Percentage,Spain,2009,98.896
Natural gas,Percentage,Spain,2010,99.424
Natural gas,Percentage,Spain,2011,101.613
Natural gas,Percentage,Spain,2012,98.246
Natural gas,Percentage,Spain,2013,98.619
Natural gas,Percentage,Spain,2014,103.536
Natural gas,Percentage,Spain,2015,96.89
Natural gas,Percentage,Spain,2016,98.742
Natural gas,Percentage,Spain,2017,101.292
Natural gas,Percentage,Spain,2018,101.419
Natural gas,Percentage,Spain,2019,101.495
Natural gas,Percentage,Spain,2020,97.474
Natural gas,Percentage,Spain,2021,100.074
Natural gas,Percentage,Spain,2022,103.221
Natural gas,Percentage,Spain,2023,98.524
Natural gas,Percentage,European Union - 27 countries (from 2020),2000,65.721
Natural gas,Percentage,European Union - 27 countries (from 2020),2001,62.501
Natural gas,Percentage,European Union - 27 countries (from 2020),2002,66.701
Natural gas,Percentage,European Union - 27 countries (from 2020),2003,67.344
Natural gas,Percentage,European Union - 27 countries (from 2020),2004,66.769
Natural gas,Percentage,European Union - 27 countries (from 2020),2005,68.987
Natural gas,Percentage,European Union - 27 countries (from 2020),2006,71.16
Natural gas,Percentage,European Union - 27 countries (from 2020),2007,68.666
Natural gas,Percentage,European Union - 27 countries (from 2020),2008,70.137
Natural gas,Percentage,European Union - 27 countries (from 2020),2009,70.679
Natural gas,Percentage,European Union - 27 countries (from 2020),2010,67.763
Natural gas,Percentage,European Union - 27 countries (from 2020),2011,71.625
Natural gas,Percentage,European Union - 27 countries (from 2020),2012,69.243
Natural gas,Percentage,European Union - 27 countries (from 2020),2013,68.279
Natural gas,Percentage,European Union - 27 countries (from 2020),2014,71.913
Natural gas,Percentage,European Union - 27 countries (from 2020),2015,74.491
Natural gas,Percentage,European Union - 27 countries (from 2020),2016,75.691
Natural gas,Percentage,European Union - 27 countries (from 2020),2017,80.159
Natural gas,Percentage,European Union - 27 countries (from 2020),2018,83.25
Natural gas,Percentage,European Union - 27 countries (from 2020),2019,89.662
Natural gas,Percentage,European Union - 27 countries (from 2020),2020,83.595
Natural gas,Percentage,European Union - 27 countries (from 2020),2021,83.637
Natural gas,Percentage,European Union - 27 countries (from 2020),2022,97.591
Natural gas,Percentage,European Union - 27 countries (from 2020),2023,89.97
Natural gas,Percentage,Finland,2000,100.0
Natural gas,Percentage,Finland,2001,100.0
Natural gas,Percentage,Finland,2002,100.0
Natural gas,Percentage,Finland,2003,100.0
Natural gas,Percentage,Finland,2004,100.0
Natural gas,Percentage,Finland,2005,100.0
Natural gas,Percentage,Finland,2006,100.0
Natural gas,Percentage,Finland,2007,100.0
Natural gas,Percentage,Finland,2008,100.0
Natural gas,Percentage,Finland,2009,100.0
Natural gas,Percentage,Finland,2010,100.0
Natural gas,Percentage,Finland,2011,100.0
Natural gas,Percentage,Finland,2012,100.0
Natural gas,Percentage,Finland,2013,100.0
Natural gas,Percentage,Finland,2014,100.0
Natural gas,Percentage,Finland,2015,100.0
Natural gas,Percentage,Finland,2016,100.0
Natural gas,Percentage,Finland,2017,98.89
Natural gas,Percentage,Finland,2018,100.253
Natural gas,Percentage,Finland,2019,100.563
Natural gas,Percentage,Finland,2020,100.293
Natural gas,Percentage,Finland,2021,99.625
Natural gas,Percentage,Finland,2022,103.086
Natural gas,Percentage,Finland,2023,103.593
Natural gas,Percentage,France,2000,100.034
Natural gas,Percentage,France,2001,93.085
Natural gas,Percentage,France,2002,98.017
Natural gas,Percentage,France,2003,95.465
Natural gas,Percentage,France,2004,96.316
Natural gas,Percentage,France,2005,99.256
Natural gas,Percentage,France,2006,99.614
Natural gas,Percentage,France,2007,96.475
Natural gas,Percentage,France,2008,97.792
Natural gas,Percentage,France,2009,100.861
Natural gas,Percentage,France,2010,92.81
Natural gas,Percentage,France,2011,103.328
Natural gas,Percentage,France,2012,96.807
Natural gas,Percentage,France,2013,97.909
Natural gas,Percentage,France,2014,103.82
Natural gas,Percentage,France,2015,98.506
Natural gas,Percentage,France,2016,98.98
Natural gas,Percentage,France,2017,98.03
Natural gas,Percentage,France,2018,104.715
Natural gas,Percentage,France,2019,104.466
Natural gas,Percentage,France,2020,94.72
Natural gas,Percentage,France,2021,96.13
Natural gas,Percentage,France,2022,109.04
Natural gas,Percentage,France,2023,99.511
Natural gas,Percentage,Croatia,2000,40.964
Natural gas,Percentage,Croatia,2001,29.559
Natural gas,Percentage,Croatia,2002,24.888
Natural gas,Percentage,Croatia,2003,27.624
Natural gas,Percentage,Croatia,2004,23.461
Natural gas,Percentage,Croatia,2005,23.907
Natural gas,Percentage,Croatia,2006,8.023
Natural gas,Percentage,Croatia,2007,9.175
Natural gas,Percentage,Croatia,2008,16.564
Natural gas,Percentage,Croatia,2009,8.087
Natural gas,Percentage,Croatia,2010,18.063
Natural gas,Percentage,Croatia,2011,19.51
Natural gas,Percentage,Croatia,2012,37.047
Natural gas,Percentage,Croatia,2013,31.827
Natural gas,Percentage,Croatia,2014,28.593
Natural gas,Percentage,Croatia,2015,27.101
Natural gas,Percentage,Croatia,2016,33.519
Natural gas,Percentage,Croatia,2017,53.804
Natural gas,Percentage,Croatia,2018,53.272
Natural gas,Percentage,Croatia,2019,66.406
Natural gas,Percentage,Croatia,2020,68.774
Natural gas,Percentage,Croatia,2021,74.483
Natural gas,Percentage,Croatia,2022,77.46
Natural gas,Percentage,Croatia,2023,68.748
Natural gas,Percentage,Hungary,2000,75.415
Natural gas,Percentage,Hungary,2001,72.668
Natural gas,Percentage,Hungary,2002,80.522
Natural gas,Percentage,Hungary,2003,83.625
Natural gas,Percentage,Hungary,2004,79.217
Natural gas,Percentage,Hungary,2005,81.094
Natural gas,Percentage,Hungary,2006,82.195
Natural gas,Percentage,Hungary,2007,79.939
Natural gas,Percentage,Hungary,2008,88.125
Natural gas,Percentage,Hungary,2009,85.629
Natural gas,Percentage,Hungary,2010,78.715
Natural gas,Percentage,Hungary,2011,65.568
Natural gas,Percentage,Hungary,2012,72.274
Natural gas,Percentage,Hungary,2013,72.126
Natural gas,Percentage,Hungary,2014,97.666
Natural gas,Percentage,Hungary,2015,69.674
Natural gas,Percentage,Hungary,2016,78.883
Natural gas,Percentage,Hungary,2017,96.25
Natural gas,Percentage,Hungary,2018,77.943
Natural gas,Percentage,Hungary,2019,115.206
Natural gas,Percentage,Hungary,2020,75.622
Natural gas,Percentage,Hungary,2021,67.208
Natural gas,Percentage,Hungary,2022,99.113
Natural gas,Percentage,Hungary,2023,98.602
Natural gas,Percentage,Ireland,2000,72.109
Natural gas,Percentage,Ireland,2001,81.622
Natural gas,Percentage,Ireland,2002,81.582
Natural gas,Percentage,Ireland,2003,85.788
Natural gas,Percentage,Ireland,2004,81.2
Natural gas,Percentage,Ireland,2005,86.101
Natural gas,Percentage,Ireland,2006,90.978
Natural gas,Percentage,Ireland,2007,92.137
Natural gas,Percentage,Ireland,2008,92.21
Natural gas,Percentage,Ireland,2009,93.99
Natural gas,Percentage,Ireland,2010,95.279
Natural gas,Percentage,Ireland,2011,95.563
Natural gas,Percentage,Ireland,2012,95.211
Natural gas,Percentage,Ireland,2013,96.296
Natural gas,Percentage,Ireland,2014,96.236
Natural gas,Percentage,Ireland,2015,96.326
Natural gas,Percentage,Ireland,2016,40.03
Natural gas,Percentage,Ireland,2017,32.681
Natural gas,Percentage,Ireland,2018,38.781
Natural gas,Percentage,Ireland,2019,52.993
Natural gas,Percentage,Ireland,2020,63.582
Natural gas,Percentage,Ireland,2021,71.264
Natural gas,Percentage,Ireland,2022,73.935
Natural gas,Percentage,Ireland,2023,77.462
Natural gas,Percentage,Iceland,2000,0.0
Natural gas,Percentage,Iceland,2001,0.0
Natural gas,Percentage,Iceland,2002,0.0
Natural gas,Percentage,Iceland,2003,0.0
Natural gas,Percentage,Iceland,2004,0.0
Natural gas,Percentage,Iceland,2005,0.0
Natural gas,Percentage,Iceland,2006,0.0
Natural gas,Percentage,Iceland,2007,0.0
Natural gas,Percentage,Iceland,2008,0.0
Natural gas,Percentage,Iceland,2009,0.0
Natural gas,Percentage,Iceland,2010,0.0
Natural gas,Percentage,Iceland,2011,0.0
Natural gas,Percentage,Iceland,2012,0.0
Natural gas,Percentage,Iceland,2013,0.0
Natural gas,Percentage,Iceland,2014,0.0
Natural gas,Percentage,Iceland,2015,0.0
Natural gas,Percentage,Iceland,2016,0.0
Natural gas,Percentage,Iceland,2017,0.0
Natural gas,Percentage,Iceland,2018,0.0
Natural gas,Percentage,Iceland,2019,0.0
Natural gas,Percentage,Iceland,2020,0.0
Natural gas,Percentage,Iceland,2021,0.0
Natural gas,Percentage,Italy,2000,81.132
Natural gas,Percentage,Italy,2001,77.127
Natural gas,Percentage,Italy,2002,84.077
Natural gas,Percentage,Italy,2003,80.345
Natural gas,Percentage,Italy,2004,83.754
Natural gas,Percentage,Italy,2005,84.697
Natural gas,Percentage,Italy,2006,91.178
Natural gas,Percentage,Italy,2007,87.025
Natural gas,Percentage,Italy,2008,90.309
Natural gas,Percentage,Italy,2009,88.595
Natural gas,Percentage,Italy,2010,90.512
Natural gas,Percentage,Italy,2011,90.154
Natural gas,Percentage,Italy,2012,90.217
Natural gas,Percentage,Italy,2013,88.11
Natural gas,Percentage,Italy,2014,89.676
Natural gas,Percentage,Italy,2015,90.406
Natural gas,Percentage,Italy,2016,91.761
Natural gas,Percentage,Italy,2017,92.317
Natural gas,Percentage,Italy,2018,92.866
Natural gas,Percentage,Italy,2019,95.057
Natural gas,Percentage,Italy,2020,92.848
Natural gas,Percentage,Italy,2021,93.735
Natural gas,Percentage,Italy,2022,99.233
Natural gas,Percentage,Italy,2023,96.342
Natural gas,Percentage,Lithuania,2000,100.04
Natural gas,Percentage,Lithuania,2001,99.925
Natural gas,Percentage,Lithuania,2002,99.926
Natural gas,Percentage,Lithuania,2003,100.035
Natural gas,Percentage,Lithuania,2004,99.794
Natural gas,Percentage,Lithuania,2005,100.651
Natural gas,Percentage,Lithuania,2006,101.033
Natural gas,Percentage,Lithuania,2007,102.904
Natural gas,Percentage,Lithuania,2008,96.302
Natural gas,Percentage,Lithuania,2009,100.37
Natural gas,Percentage,Lithuania,2010,99.708
Natural gas,Percentage,Lithuania,2011,100.267
Natural gas,Percentage,Lithuania,2012,100.061
Natural gas,Percentage,Lithuania,2013,100.038
Natural gas,Percentage,Lithuania,2014,104.135
Natural gas,Percentage,Lithuania,2015,99.706
Natural gas,Percentage,Lithuania,2016,100.605
Natural gas,Percentage,Lithuania,2017,99.32
Natural gas,Percentage,Lithuania,2018,98.92
Natural gas,Percentage,Lithuania,2019,99.965
Natural gas,Percentage,Lithuania,2020,98.929
Natural gas,Percentage,Lithuania,2021,100.824
Natural gas,Percentage,Lithuania,2022,101.216
Natural gas,Percentage,Lithuania,2023,95.955
Natural gas,Percentage,Luxembourg,2000,100.0
Natural gas,Percentage,Luxembourg,2001,100.0
Natural gas,Percentage,Luxembourg,2002,100.0
Natural gas,Percentage,Luxembourg,2003,100.0
Natural gas,Percentage,Luxembourg,2004,100.0
Natural gas,Percentage,Luxembourg,2005,100.0
Natural gas,Percentage,Luxembourg,2006,100.0
Natural gas,Percentage,Luxembourg,2007,100.0
Natural gas,Percentage,Luxembourg,2008,100.0
Natural gas,Percentage,Luxembourg,2009,100.0
Natural gas,Percentage,Luxembourg,2010,100.0
Natural gas,Percentage,Luxembourg,2011,100.0
Natural gas,Percentage,Luxembourg,2012,100.0
Natural gas,Percentage,Luxembourg,2013,100.0
Natural gas,Percentage,Luxembourg,2014,100.0
Natural gas,Percentage,Luxembourg,2015,100.0
Natural gas,Percentage,Luxembourg,2016,100.0
Natural gas,Percentage,Luxembourg,2017,100.0
Natural gas,Percentage,Luxembourg,2018,100.0
Natural gas,Percentage,Luxembourg,2019,100.0
Natural gas,Percentage,Luxembourg,2020,100.0
Natural gas,Percentage,Luxembourg,2021,100.0
Natural gas,Percentage,Luxembourg,2022,100.0
Natural gas,Percentage,Luxembourg,2023,100.0
Natural gas,Percentage,Latvia,2000,101.913
Natural gas,Percentage,Latvia,2001,85.605
Natural gas,Percentage,Latvia,2002,88.565
Natural gas,Percentage,Latvia,2003,104.353
Natural gas,Percentage,Latvia,2004,130.487
Natural gas,Percentage,Latvia,2005,105.606
Natural gas,Percentage,Latvia,2006,108.769
Natural gas,Percentage,Latvia,2007,96.765
Natural gas,Percentage,Latvia,2008,82.162
Natural gas,Percentage,Latvia,2009,114.062
Natural gas,Percentage,Latvia,2010,61.779
Natural gas,Percentage,Latvia,2011,109.413
Natural gas,Percentage,Latvia,2012,113.794
Natural gas,Percentage,Latvia,2013,115.588
Natural gas,Percentage,Latvia,2014,72.123
Natural gas,Percentage,Latvia,2015,98.565
Natural gas,Percentage,Latvia,2016,82.892
Natural gas,Percentage,Latvia,2017,101.989
Natural gas,Percentage,Latvia,2018,98.834
Natural gas,Percentage,Latvia,2019,100.032
Natural gas,Percentage,Latvia,2020,100.099
Natural gas,Percentage,Latvia,2021,99.968
Natural gas,Percentage,Latvia,2022,99.777
Natural gas,Percentage,Latvia,2023,100.144
Natural gas,Percentage,Montenegro,2005,0.0
Natural gas,Percentage,Montenegro,2006,0.0
Natural gas,Percentage,Montenegro,2007,0.0
Natural gas,Percentage,Montenegro,2008,0.0
Natural gas,Percentage,Montenegro,2009,0.0
Natural gas,Percentage,Montenegro,2010,0.0
Natural gas,Percentage,Montenegro,2011,0.0
Natural gas,Percentage,Montenegro,2012,0.0
Natural gas,Percentage,Montenegro,2013,0.0
Natural gas,Percentage,Montenegro,2014,0.0
Natural gas,Percentage,Montenegro,2015,0.0
Natural gas,Percentage,Montenegro,2016,0.0
Natural gas,Percentage,Montenegro,2017,0.0
Natural gas,Percentage,Montenegro,2018,0.0
Natural gas,Percentage,Montenegro,2019,0.0
Natural gas,Percentage,Montenegro,2020,0.0
Natural gas,Percentage,Montenegro,2021,0.0
Natural gas,Percentage,Montenegro,2022,0.0
Natural gas,Percentage,North Macedonia,2000,99.285
Natural gas,Percentage,North Macedonia,2001,99.851
Natural gas,Percentage,North Macedonia,2002,100.375
Natural gas,Percentage,North Macedonia,2003,100.032
Natural gas,Percentage,North Macedonia,2004,100.147
Natural gas,Percentage,North Macedonia,2005,99.52
Natural gas,Percentage,North Macedonia,2006,100.448
Natural gas,Percentage,North Macedonia,2007,100.1
Natural gas,Percentage,North Macedonia,2008,99.978
Natural gas,Percentage,North Macedonia,2009,99.867
Natural gas,Percentage,North Macedonia,2010,100.09
Natural gas,Percentage,North Macedonia,2011,100.0
Natural gas,Percentage,North Macedonia,2012,100.0
Natural gas,Percentage,North Macedonia,2013,100.066
Natural gas,Percentage,North Macedonia,2014,99.865
Natural gas,Percentage,North Macedonia,2015,100.019
Natural gas,Percentage,North Macedonia,2016,100.0
Natural gas,Percentage,North Macedonia,2017,100.076
Natural gas,Percentage,North Macedonia,2018,100.062
Natural gas,Percentage,North Macedonia,2019,99.965
Natural gas,Percentage,North Macedonia,2020,99.987
Natural gas,Percentage,North Macedonia,2021,99.973
Natural gas,Percentage,North Macedonia,2022,100.002
Natural gas,Percentage,Malta,2000,0.0
Natural gas,Percentage,Malta,2001,0.0
Natural gas,Percentage,Malta,2002,0.0
Natural gas,Percentage,Malta,2003,0.0
Natural gas,Percentage,Malta,2004,0.0
Natural gas,Percentage,Malta,2005,0.0
Natural gas,Percentage,Malta,2006,0.0
Natural gas,Percentage,Malta,2007,0.0
Natural gas,Percentage,Malta,2008,0.0
Natural gas,Percentage,Malta,2009,0.0
Natural gas,Percentage,Malta,2010,0.0
Natural gas,Percentage,Malta,2011,0.0
Natural gas,Percentage,Malta,2012,0.0
Natural gas,Percentage,Malta,2013,0.0
Natural gas,Percentage,Malta,2014,0.0
Natural gas,Percentage,Malta,2015,0.0
Natural gas,Percentage,Malta,2016,0.0
Natural gas,Percentage,Malta,2017,105.197
Natural gas,Percentage,Malta,2018,109.481
Natural gas,Percentage,Malta,2019,103.623
Natural gas,Percentage,Malta,2020,96.165
Natural gas,Percentage,Malta,2021,103.48
Natural gas,Percentage,Malta,2022,100.157
Natural gas,Percentage,Malta,2023,93.342
Natural gas,Percentage,Netherlands,2000,-49.096
Natural gas,Percentage,Netherlands,2001,-56.229
Natural gas,Percentage,Netherlands,2002,-51.535
Natural gas,Percentage,Netherlands,2003,-45.025
Natural gas,Percentage,Netherlands,2004,-67.635
Natural gas,Percentage,Netherlands,2005,-59.277
Natural gas,Percentage,Netherlands,2006,-61.701
Natural gas,Percentage,Netherlands,2007,-63.574
Natural gas,Percentage,Netherlands,2008,-72.908
Natural gas,Percentage,Netherlands,2009,-60.458
Natural gas,Percentage,Netherlands,2010,-60.423
Natural gas,Percentage,Netherlands,2011,-68.143
Natural gas,Percentage,Netherlands,2012,-75.97
Natural gas,Percentage,Netherlands,2013,-86.935
Natural gas,Percentage,Netherlands,2014,-74.846
Natural gas,Percentage,Netherlands,2015,-36.649
Natural gas,Percentage,Netherlands,2016,-32.786
Natural gas,Percentage,Netherlands,2017,-4.362
Natural gas,Percentage,Netherlands,2018,14.89
Natural gas,Percentage,Netherlands,2019,26.273
Natural gas,Percentage,Netherlands,2020,45.044
Natural gas,Percentage,Netherlands,2021,33.686
Natural gas,Percentage,Netherlands,2022,64.613
Natural gas,Percentage,Netherlands,2023,65.242
Natural gas,Percentage,Norway,2000,-1016.692
Natural gas,Percentage,Norway,2001,-708.709
Natural gas,Percentage,Norway,2002,-1298.906
Natural gas,Percentage,Norway,2003,-1181.816
Natural gas,Percentage,Norway,2004,-1627.512
Natural gas,Percentage,Norway,2005,-1743.107
Natural gas,Percentage,Norway,2006,-1801.847
Natural gas,Percentage,Norway,2007,-1504.252
Natural gas,Percentage,Norway,2008,-1478.322
Natural gas,Percentage,Norway,2009,-1587.38
Natural gas,Percentage,Norway,2010,-1385.84
Natural gas,Percentage,Norway,2011,-1687.439
Natural gas,Percentage,Norway,2012,-1750.069
Natural gas,Percentage,Norway,2013,-1614.268
Natural gas,Percentage,Norway,2014,-1571.275
