country,year,unit,income_group,crime
Latvia,2023,Percentage,Above 60% of median equivalised income,5.8
Montenegro,2013,Percentage,Above 60% of median equivalised income,6.9
Montenegro,2014,Percentage,Above 60% of median equivalised income,6.2
Montenegro,2015,Percentage,Above 60% of median equivalised income,7.3
Montenegro,2016,Percentage,Above 60% of median equivalised income,5.2
Montenegro,2017,Percentage,Above 60% of median equivalised income,3.1
Montenegro,2018,Percentage,Above 60% of median equivalised income,5.6
Montenegro,2019,Percentage,Above 60% of median equivalised income,5.7
Montenegro,2020,Percentage,Above 60% of median equivalised income,2.5
North Macedonia,2010,Percentage,Above 60% of median equivalised income,6.6
North Macedonia,2011,Percentage,Above 60% of median equivalised income,6.6
North Macedonia,2012,Percentage,Above 60% of median equivalised income,5.5
North Macedonia,2013,Percentage,Above 60% of median equivalised income,8.1
North Macedonia,2014,Percentage,Above 60% of median equivalised income,5.9
North Macedonia,2015,Percentage,Above 60% of median equivalised income,6.1
North Macedonia,2016,Percentage,Above 60% of median equivalised income,4.7
North Macedonia,2017,Percentage,Above 60% of median equivalised income,4.7
North Macedonia,2018,Percentage,Above 60% of median equivalised income,5.8
North Macedonia,2019,Percentage,Above 60% of median equivalised income,6.5
North Macedonia,2020,Percentage,Above 60% of median equivalised income,6.0
Malta,2005,Percentage,Above 60% of median equivalised income,13.8
Malta,2006,Percentage,Above 60% of median equivalised income,12.5
Malta,2007,Percentage,Above 60% of median equivalised income,10.1
Malta,2008,Percentage,Above 60% of median equivalised income,10.0
Malta,2009,Percentage,Above 60% of median equivalised income,10.4
Malta,2010,Percentage,Above 60% of median equivalised income,10.4
Malta,2011,Percentage,Above 60% of median equivalised income,12.7
Malta,2012,Percentage,Above 60% of median equivalised income,13.0
Malta,2013,Percentage,Above 60% of median equivalised income,13.0
Malta,2014,Percentage,Above 60% of median equivalised income,12.1
Malta,2015,Percentage,Above 60% of median equivalised income,10.8
Malta,2016,Percentage,Above 60% of median equivalised income,10.3
Malta,2017,Percentage,Above 60% of median equivalised income,9.5
Malta,2018,Percentage,Above 60% of median equivalised income,12.2
Malta,2019,Percentage,Above 60% of median equivalised income,13.7
Malta,2020,Percentage,Above 60% of median equivalised income,11.2
Malta,2023,Percentage,Above 60% of median equivalised income,7.8
Netherlands,2005,Percentage,Above 60% of median equivalised income,18.4
Netherlands,2006,Percentage,Above 60% of median equivalised income,16.3
Netherlands,2007,Percentage,Above 60% of median equivalised income,17.6
Netherlands,2008,Percentage,Above 60% of median equivalised income,14.5
Netherlands,2009,Percentage,Above 60% of median equivalised income,21.3
Netherlands,2010,Percentage,Above 60% of median equivalised income,16.5
Netherlands,2011,Percentage,Above 60% of median equivalised income,18.2
Netherlands,2012,Percentage,Above 60% of median equivalised income,17.9
Netherlands,2013,Percentage,Above 60% of median equivalised income,18.0
Netherlands,2014,Percentage,Above 60% of median equivalised income,18.1
Netherlands,2015,Percentage,Above 60% of median equivalised income,17.4
Netherlands,2016,Percentage,Above 60% of median equivalised income,16.0
Netherlands,2017,Percentage,Above 60% of median equivalised income,14.5
Netherlands,2018,Percentage,Above 60% of median equivalised income,16.8
Netherlands,2019,Percentage,Above 60% of median equivalised income,15.7
Netherlands,2020,Percentage,Above 60% of median equivalised income,14.7
Netherlands,2023,Percentage,Above 60% of median equivalised income,16.1
Norway,2003,Percentage,Above 60% of median equivalised income,5.7
Norway,2004,Percentage,Above 60% of median equivalised income,5.6
Norway,2005,Percentage,Above 60% of median equivalised income,4.8
Norway,2006,Percentage,Above 60% of median equivalised income,3.4
Norway,2007,Percentage,Above 60% of median equivalised income,4.6
Norway,2008,Percentage,Above 60% of median equivalised income,4.8
Norway,2009,Percentage,Above 60% of median equivalised income,5.1
Norway,2010,Percentage,Above 60% of median equivalised income,5.2
Norway,2011,Percentage,Above 60% of median equivalised income,4.6
Norway,2012,Percentage,Above 60% of median equivalised income,5.7
Norway,2013,Percentage,Above 60% of median equivalised income,4.2
Norway,2014,Percentage,Above 60% of median equivalised income,3.7
Norway,2015,Percentage,Above 60% of median equivalised income,5.6
Norway,2016,Percentage,Above 60% of median equivalised income,4.3
Norway,2017,Percentage,Above 60% of median equivalised income,3.5
Norway,2018,Percentage,Above 60% of median equivalised income,3.9
Norway,2019,Percentage,Above 60% of median equivalised income,3.8
Norway,2020,Percentage,Above 60% of median equivalised income,3.8
Norway,2023,Percentage,Above 60% of median equivalised income,5.7
Poland,2005,Percentage,Above 60% of median equivalised income,10.6
Poland,2006,Percentage,Above 60% of median equivalised income,9.2
Poland,2007,Percentage,Above 60% of median equivalised income,7.8
Poland,2008,Percentage,Above 60% of median equivalised income,7.1
Poland,2009,Percentage,Above 60% of median equivalised income,6.3
Poland,2010,Percentage,Above 60% of median equivalised income,6.4
Poland,2011,Percentage,Above 60% of median equivalised income,6.3
Poland,2012,Percentage,Above 60% of median equivalised income,6.1
Poland,2013,Percentage,Above 60% of median equivalised income,6.2
Poland,2014,Percentage,Above 60% of median equivalised income,6.2
Poland,2015,Percentage,Above 60% of median equivalised income,5.8
Poland,2016,Percentage,Above 60% of median equivalised income,5.8
Poland,2017,Percentage,Above 60% of median equivalised income,5.4
Poland,2018,Percentage,Above 60% of median equivalised income,4.8
Poland,2019,Percentage,Above 60% of median equivalised income,4.4
Poland,2023,Percentage,Above 60% of median equivalised income,2.9
Portugal,2004,Percentage,Above 60% of median equivalised income,14.1
Portugal,2005,Percentage,Above 60% of median equivalised income,14.5
Portugal,2006,Percentage,Above 60% of median equivalised income,12.4
Portugal,2007,Percentage,Above 60% of median equivalised income,12.4
Portugal,2008,Percentage,Above 60% of median equivalised income,12.0
Portugal,2009,Percentage,Above 60% of median equivalised income,14.6
Portugal,2010,Percentage,Above 60% of median equivalised income,11.2
Portugal,2011,Percentage,Above 60% of median equivalised income,10.3
Portugal,2012,Percentage,Above 60% of median equivalised income,11.6
Portugal,2013,Percentage,Above 60% of median equivalised income,13.2
Portugal,2014,Percentage,Above 60% of median equivalised income,11.7
Portugal,2015,Percentage,Above 60% of median equivalised income,10.3
Portugal,2016,Percentage,Above 60% of median equivalised income,7.9
Portugal,2017,Percentage,Above 60% of median equivalised income,7.7
Portugal,2018,Percentage,Above 60% of median equivalised income,6.3
Portugal,2019,Percentage,Above 60% of median equivalised income,6.6
Portugal,2020,Percentage,Above 60% of median equivalised income,5.9
Portugal,2023,Percentage,Above 60% of median equivalised income,6.8
Romania,2007,Percentage,Above 60% of median equivalised income,15.0
Romania,2008,Percentage,Above 60% of median equivalised income,13.1
Romania,2009,Percentage,Above 60% of median equivalised income,16.6
Romania,2010,Percentage,Above 60% of median equivalised income,15.6
Romania,2011,Percentage,Above 60% of median equivalised income,16.5
Romania,2012,Percentage,Above 60% of median equivalised income,13.7
Romania,2013,Percentage,Above 60% of median equivalised income,15.8
Romania,2014,Percentage,Above 60% of median equivalised income,14.0
Romania,2015,Percentage,Above 60% of median equivalised income,12.8
Romania,2016,Percentage,Above 60% of median equivalised income,13.7
Romania,2017,Percentage,Above 60% of median equivalised income,10.4
Romania,2018,Percentage,Above 60% of median equivalised income,11.3
Romania,2019,Percentage,Above 60% of median equivalised income,9.1
Romania,2020,Percentage,Above 60% of median equivalised income,8.5
Romania,2023,Percentage,Above 60% of median equivalised income,5.9
Serbia,2013,Percentage,Above 60% of median equivalised income,20.4
Serbia,2014,Percentage,Above 60% of median equivalised income,22.0
Serbia,2015,Percentage,Above 60% of median equivalised income,18.3
Serbia,2016,Percentage,Above 60% of median equivalised income,19.2
Serbia,2017,Percentage,Above 60% of median equivalised income,14.9
Serbia,2018,Percentage,Above 60% of median equivalised income,14.8
Serbia,2019,Percentage,Above 60% of median equivalised income,11.5
Serbia,2020,Percentage,Above 60% of median equivalised income,9.9
Sweden,2004,Percentage,Above 60% of median equivalised income,9.3
Sweden,2005,Percentage,Above 60% of median equivalised income,9.6
Sweden,2006,Percentage,Above 60% of median equivalised income,13.1
Sweden,2007,Percentage,Above 60% of median equivalised income,12.7
Sweden,2008,Percentage,Above 60% of median equivalised income,12.8
Sweden,2009,Percentage,Above 60% of median equivalised income,12.5
Sweden,2010,Percentage,Above 60% of median equivalised income,9.2
Sweden,2011,Percentage,Above 60% of median equivalised income,9.9
Sweden,2012,Percentage,Above 60% of median equivalised income,9.7
Sweden,2013,Percentage,Above 60% of median equivalised income,9.2
Sweden,2014,Percentage,Above 60% of median equivalised income,9.7
Sweden,2015,Percentage,Above 60% of median equivalised income,9.6
Sweden,2016,Percentage,Above 60% of median equivalised income,12.0
Sweden,2017,Percentage,Above 60% of median equivalised income,12.5
Sweden,2018,Percentage,Above 60% of median equivalised income,14.2
Sweden,2019,Percentage,Above 60% of median equivalised income,12.9
Sweden,2020,Percentage,Above 60% of median equivalised income,13.8
Sweden,2023,Percentage,Above 60% of median equivalised income,9.1
Slovenia,2005,Percentage,Above 60% of median equivalised income,10.7
Slovenia,2006,Percentage,Above 60% of median equivalised income,9.7
Slovenia,2007,Percentage,Above 60% of median equivalised income,10.2
Slovenia,2008,Percentage,Above 60% of median equivalised income,8.7
Slovenia,2009,Percentage,Above 60% of median equivalised income,12.6
Slovenia,2010,Percentage,Above 60% of median equivalised income,9.6
Slovenia,2011,Percentage,Above 60% of median equivalised income,8.9
Slovenia,2012,Percentage,Above 60% of median equivalised income,8.2
Slovenia,2013,Percentage,Above 60% of median equivalised income,9.3
Slovenia,2014,Percentage,Above 60% of median equivalised income,10.4
Slovenia,2015,Percentage,Above 60% of median equivalised income,9.4
Slovenia,2016,Percentage,Above 60% of median equivalised income,8.6
Slovenia,2017,Percentage,Above 60% of median equivalised income,8.3
Slovenia,2018,Percentage,Above 60% of median equivalised income,8.1
Slovenia,2019,Percentage,Above 60% of median equivalised income,8.2
Slovenia,2020,Percentage,Above 60% of median equivalised income,7.3
Slovenia,2023,Percentage,Above 60% of median equivalised income,6.8
Slovakia,2005,Percentage,Above 60% of median equivalised income,9.5
Slovakia,2006,Percentage,Above 60% of median equivalised income,8.4
Slovakia,2007,Percentage,Above 60% of median equivalised income,8.3
Slovakia,2008,Percentage,Above 60% of median equivalised income,9.0
Slovakia,2009,Percentage,Above 60% of median equivalised income,12.4
Slovakia,2010,Percentage,Above 60% of median equivalised income,10.3
Slovakia,2011,Percentage,Above 60% of median equivalised income,9.9
Slovakia,2012,Percentage,Above 60% of median equivalised income,9.6
Slovakia,2013,Percentage,Above 60% of median equivalised income,8.5
Slovakia,2014,Percentage,Above 60% of median equivalised income,8.5
Slovakia,2015,Percentage,Above 60% of median equivalised income,6.9
Slovakia,2016,Percentage,Above 60% of median equivalised income,6.4
Slovakia,2017,Percentage,Above 60% of median equivalised income,5.8
Slovakia,2018,Percentage,Above 60% of median equivalised income,4.3
Slovakia,2019,Percentage,Above 60% of median equivalised income,5.0
Slovakia,2020,Percentage,Above 60% of median equivalised income,3.9
Slovakia,2023,Percentage,Above 60% of median equivalised income,2.4
Türkiye,2006,Percentage,Above 60% of median equivalised income,23.5
Türkiye,2007,Percentage,Above 60% of median equivalised income,18.3
Türkiye,2008,Percentage,Above 60% of median equivalised income,12.2
Türkiye,2009,Percentage,Above 60% of median equivalised income,13.2
Türkiye,2011,Percentage,Above 60% of median equivalised income,10.7
Türkiye,2012,Percentage,Above 60% of median equivalised income,8.8
Türkiye,2013,Percentage,Above 60% of median equivalised income,10.0
Türkiye,2014,Percentage,Above 60% of median equivalised income,10.6
Türkiye,2015,Percentage,Above 60% of median equivalised income,11.1
Türkiye,2016,Percentage,Above 60% of median equivalised income,10.3
Türkiye,2017,Percentage,Above 60% of median equivalised income,11.4
Türkiye,2018,Percentage,Above 60% of median equivalised income,11.5
Türkiye,2019,Percentage,Above 60% of median equivalised income,11.1
Türkiye,2020,Percentage,Above 60% of median equivalised income,10.2
Türkiye,2023,Percentage,Above 60% of median equivalised income,11.0
United Kingdom,2005,Percentage,Above 60% of median equivalised income,29.5
United Kingdom,2006,Percentage,Above 60% of median equivalised income,26.4
United Kingdom,2007,Percentage,Above 60% of median equivalised income,26.5
United Kingdom,2008,Percentage,Above 60% of median equivalised income,24.2
United Kingdom,2009,Percentage,Above 60% of median equivalised income,24.4
United Kingdom,2010,Percentage,Above 60% of median equivalised income,22.2
United Kingdom,2011,Percentage,Above 60% of median equivalised income,20.1
United Kingdom,2012,Percentage,Above 60% of median equivalised income,18.5
United Kingdom,2013,Percentage,Above 60% of median equivalised income,16.8
United Kingdom,2014,Percentage,Above 60% of median equivalised income,15.4
United Kingdom,2015,Percentage,Above 60% of median equivalised income,15.1
United Kingdom,2016,Percentage,Above 60% of median equivalised income,16.1
United Kingdom,2017,Percentage,Above 60% of median equivalised income,19.7
United Kingdom,2018,Percentage,Above 60% of median equivalised income,23.8
Kosovo*,2018,Percentage,Above 60% of median equivalised income,2.7
Albania,2017,Percentage,Below 60% of median equivalised income,0.9
Albania,2018,Percentage,Below 60% of median equivalised income,1.4
Albania,2019,Percentage,Below 60% of median equivalised income,0.5
Albania,2020,Percentage,Below 60% of median equivalised income,0.4
Austria,2004,Percentage,Below 60% of median equivalised income,12.1
Austria,2005,Percentage,Below 60% of median equivalised income,9.7
Austria,2006,Percentage,Below 60% of median equivalised income,10.9
Austria,2007,Percentage,Below 60% of median equivalised income,11.6
Austria,2008,Percentage,Below 60% of median equivalised income,12.0
Austria,2009,Percentage,Below 60% of median equivalised income,12.8
Austria,2010,Percentage,Below 60% of median equivalised income,12.4
Austria,2011,Percentage,Below 60% of median equivalised income,11.9
Austria,2012,Percentage,Below 60% of median equivalised income,10.2
Austria,2013,Percentage,Below 60% of median equivalised income,11.1
Austria,2014,Percentage,Below 60% of median equivalised income,10.5
Austria,2015,Percentage,Below 60% of median equivalised income,10.5
Austria,2016,Percentage,Below 60% of median equivalised income,10.4
Austria,2017,Percentage,Below 60% of median equivalised income,9.3
Austria,2018,Percentage,Below 60% of median equivalised income,7.1
Austria,2019,Percentage,Below 60% of median equivalised income,8.6
Austria,2020,Percentage,Below 60% of median equivalised income,7.1
Austria,2023,Percentage,Below 60% of median equivalised income,6.8
Belgium,2003,Percentage,Below 60% of median equivalised income,22.3
Belgium,2004,Percentage,Below 60% of median equivalised income,20.9
Belgium,2005,Percentage,Below 60% of median equivalised income,23.2
Belgium,2006,Percentage,Below 60% of median equivalised income,22.6
Belgium,2007,Percentage,Below 60% of median equivalised income,20.8
Belgium,2008,Percentage,Below 60% of median equivalised income,19.7
Belgium,2009,Percentage,Below 60% of median equivalised income,24.9
Belgium,2010,Percentage,Below 60% of median equivalised income,22.7
Belgium,2011,Percentage,Below 60% of median equivalised income,22.5
Belgium,2012,Percentage,Below 60% of median equivalised income,22.4
Belgium,2013,Percentage,Below 60% of median equivalised income,26.1
Belgium,2014,Percentage,Below 60% of median equivalised income,21.4
Belgium,2015,Percentage,Below 60% of median equivalised income,21.5
Belgium,2016,Percentage,Below 60% of median equivalised income,19.5
Belgium,2017,Percentage,Below 60% of median equivalised income,18.7
Belgium,2018,Percentage,Below 60% of median equivalised income,20.8
Belgium,2019,Percentage,Below 60% of median equivalised income,17.9
Belgium,2020,Percentage,Below 60% of median equivalised income,15.3
Belgium,2023,Percentage,Below 60% of median equivalised income,19.5
Bulgaria,2005,Percentage,Below 60% of median equivalised income,26.4
Bulgaria,2006,Percentage,Below 60% of median equivalised income,26.4
Bulgaria,2007,Percentage,Below 60% of median equivalised income,32.4
Bulgaria,2008,Percentage,Below 60% of median equivalised income,27.6
Bulgaria,2009,Percentage,Below 60% of median equivalised income,29.0
Bulgaria,2010,Percentage,Below 60% of median equivalised income,31.4
Bulgaria,2011,Percentage,Below 60% of median equivalised income,29.0
Bulgaria,2012,Percentage,Below 60% of median equivalised income,25.9
Bulgaria,2013,Percentage,Below 60% of median equivalised income,28.9
Bulgaria,2014,Percentage,Below 60% of median equivalised income,31.6
Bulgaria,2015,Percentage,Below 60% of median equivalised income,28.0
Bulgaria,2016,Percentage,Below 60% of median equivalised income,25.3
Bulgaria,2017,Percentage,Below 60% of median equivalised income,27.7
Bulgaria,2018,Percentage,Below 60% of median equivalised income,23.4
Bulgaria,2019,Percentage,Below 60% of median equivalised income,20.2
Bulgaria,2020,Percentage,Below 60% of median equivalised income,22.2
Bulgaria,2023,Percentage,Below 60% of median equivalised income,19.3
Switzerland,2007,Percentage,Below 60% of median equivalised income,12.0
Switzerland,2008,Percentage,Below 60% of median equivalised income,12.2
Switzerland,2009,Percentage,Below 60% of median equivalised income,12.7
Switzerland,2010,Percentage,Below 60% of median equivalised income,14.3
Switzerland,2011,Percentage,Below 60% of median equivalised income,13.4
Switzerland,2012,Percentage,Below 60% of median equivalised income,17.3
Switzerland,2013,Percentage,Below 60% of median equivalised income,15.7
Switzerland,2014,Percentage,Below 60% of median equivalised income,15.2
Switzerland,2015,Percentage,Below 60% of median equivalised income,13.3
Switzerland,2016,Percentage,Below 60% of median equivalised income,14.2
Switzerland,2017,Percentage,Below 60% of median equivalised income,11.9
Switzerland,2018,Percentage,Below 60% of median equivalised income,9.5
Switzerland,2019,Percentage,Below 60% of median equivalised income,9.0
Switzerland,2020,Percentage,Below 60% of median equivalised income,6.4
Switzerland,2023,Percentage,Below 60% of median equivalised income,7.4
Cyprus,2005,Percentage,Below 60% of median equivalised income,7.3
Cyprus,2006,Percentage,Below 60% of median equivalised income,11.2
Cyprus,2007,Percentage,Below 60% of median equivalised income,13.4
Cyprus,2008,Percentage,Below 60% of median equivalised income,8.4
Cyprus,2009,Percentage,Below 60% of median equivalised income,6.4
Cyprus,2010,Percentage,Below 60% of median equivalised income,9.5
Cyprus,2011,Percentage,Below 60% of median equivalised income,13.0
Cyprus,2012,Percentage,Below 60% of median equivalised income,12.8
Cyprus,2013,Percentage,Below 60% of median equivalised income,11.9
Cyprus,2014,Percentage,Below 60% of median equivalised income,7.8
Cyprus,2015,Percentage,Below 60% of median equivalised income,11.1
Cyprus,2016,Percentage,Below 60% of median equivalised income,8.5
Cyprus,2017,Percentage,Below 60% of median equivalised income,11.7
Cyprus,2018,Percentage,Below 60% of median equivalised income,7.5
Cyprus,2019,Percentage,Below 60% of median equivalised income,9.4
Cyprus,2020,Percentage,Below 60% of median equivalised income,7.2
Cyprus,2023,Percentage,Below 60% of median equivalised income,7.2
Czechia,2005,Percentage,Below 60% of median equivalised income,22.4
Czechia,2006,Percentage,Below 60% of median equivalised income,24.3
Czechia,2007,Percentage,Below 60% of median equivalised income,17.6
Czechia,2008,Percentage,Below 60% of median equivalised income,20.7
Czechia,2009,Percentage,Below 60% of median equivalised income,21.3
Czechia,2010,Percentage,Below 60% of median equivalised income,17.4
Czechia,2011,Percentage,Below 60% of median equivalised income,16.4
Czechia,2012,Percentage,Below 60% of median equivalised income,14.3
Czechia,2013,Percentage,Below 60% of median equivalised income,17.4
Czechia,2014,Percentage,Below 60% of median equivalised income,15.8
Czechia,2015,Percentage,Below 60% of median equivalised income,18.8
Czechia,2016,Percentage,Below 60% of median equivalised income,18.2
Czechia,2017,Percentage,Below 60% of median equivalised income,13.4
Czechia,2018,Percentage,Below 60% of median equivalised income,10.5
Czechia,2019,Percentage,Below 60% of median equivalised income,11.9
Czechia,2020,Percentage,Below 60% of median equivalised income,7.9
Czechia,2023,Percentage,Below 60% of median equivalised income,7.7
Germany,2005,Percentage,Below 60% of median equivalised income,14.1
Germany,2006,Percentage,Below 60% of median equivalised income,16.7
Germany,2007,Percentage,Below 60% of median equivalised income,18.3
Germany,2008,Percentage,Below 60% of median equivalised income,20.8
Germany,2009,Percentage,Below 60% of median equivalised income,21.0
Germany,2010,Percentage,Below 60% of median equivalised income,19.1
Germany,2011,Percentage,Below 60% of median equivalised income,19.8
Germany,2012,Percentage,Below 60% of median equivalised income,18.6
Germany,2013,Percentage,Below 60% of median equivalised income,19.5
Germany,2014,Percentage,Below 60% of median equivalised income,18.4
Germany,2015,Percentage,Below 60% of median equivalised income,19.7
Germany,2016,Percentage,Below 60% of median equivalised income,19.5
Germany,2017,Percentage,Below 60% of median equivalised income,19.2
Germany,2018,Percentage,Below 60% of median equivalised income,19.8
Germany,2019,Percentage,Below 60% of median equivalised income,18.6
Germany,2020,Percentage,Below 60% of median equivalised income,11.1
Germany,2023,Percentage,Below 60% of median equivalised income,12.6
Denmark,2003,Percentage,Below 60% of median equivalised income,8.6
Denmark,2004,Percentage,Below 60% of median equivalised income,16.7
Denmark,2005,Percentage,Below 60% of median equivalised income,18.2
Denmark,2006,Percentage,Below 60% of median equivalised income,15.6
Denmark,2007,Percentage,Below 60% of median equivalised income,17.6
Denmark,2008,Percentage,Below 60% of median equivalised income,15.2
Denmark,2009,Percentage,Below 60% of median equivalised income,18.9
Denmark,2010,Percentage,Below 60% of median equivalised income,15.7
Denmark,2011,Percentage,Below 60% of median equivalised income,18.5
Denmark,2012,Percentage,Below 60% of median equivalised income,10.5
Denmark,2013,Percentage,Below 60% of median equivalised income,9.5
Denmark,2014,Percentage,Below 60% of median equivalised income,14.6
Denmark,2015,Percentage,Below 60% of median equivalised income,13.1
Denmark,2016,Percentage,Below 60% of median equivalised income,13.8
Denmark,2017,Percentage,Below 60% of median equivalised income,11.3
Denmark,2018,Percentage,Below 60% of median equivalised income,12.4
Denmark,2019,Percentage,Below 60% of median equivalised income,10.5
Denmark,2020,Percentage,Below 60% of median equivalised income,9.4
Denmark,2023,Percentage,Below 60% of median equivalised income,9.7
Euro area - 19 countries  (2015-2022),2005,Percentage,Below 60% of median equivalised income,16.5
Euro area - 19 countries  (2015-2022),2006,Percentage,Below 60% of median equivalised income,17.0
Euro area - 19 countries  (2015-2022),2007,Percentage,Below 60% of median equivalised income,17.6
Euro area - 19 countries  (2015-2022),2008,Percentage,Below 60% of median equivalised income,17.2
Euro area - 19 countries  (2015-2022),2009,Percentage,Below 60% of median equivalised income,18.6
Euro area - 19 countries  (2015-2022),2010,Percentage,Below 60% of median equivalised income,17.5
Euro area - 19 countries  (2015-2022),2011,Percentage,Below 60% of median equivalised income,16.5
Euro area - 19 countries  (2015-2022),2012,Percentage,Below 60% of median equivalised income,16.2
Euro area - 19 countries  (2015-2022),2013,Percentage,Below 60% of median equivalised income,17.6
Euro area - 19 countries  (2015-2022),2014,Percentage,Below 60% of median equivalised income,16.6
Euro area - 19 countries  (2015-2022),2015,Percentage,Below 60% of median equivalised income,16.4
Euro area - 19 countries  (2015-2022),2016,Percentage,Below 60% of median equivalised income,16.0
Euro area - 19 countries  (2015-2022),2017,Percentage,Below 60% of median equivalised income,14.7
Euro area - 19 countries  (2015-2022),2018,Percentage,Below 60% of median equivalised income,15.1
Euro area - 19 countries  (2015-2022),2019,Percentage,Below 60% of median equivalised income,14.5
Euro area - 19 countries  (2015-2022),2020,Percentage,Below 60% of median equivalised income,15.2
Euro area – 20 countries (from 2023),2023,Percentage,Below 60% of median equivalised income,13.8
Estonia,2004,Percentage,Below 60% of median equivalised income,28.0
Estonia,2005,Percentage,Below 60% of median equivalised income,19.3
Estonia,2006,Percentage,Below 60% of median equivalised income,21.1
Estonia,2007,Percentage,Below 60% of median equivalised income,22.6
Estonia,2008,Percentage,Below 60% of median equivalised income,18.5
Estonia,2009,Percentage,Below 60% of median equivalised income,16.9
Estonia,2010,Percentage,Below 60% of median equivalised income,18.7
Estonia,2011,Percentage,Below 60% of median equivalised income,17.3
Estonia,2012,Percentage,Below 60% of median equivalised income,17.5
Estonia,2013,Percentage,Below 60% of median equivalised income,14.9
Estonia,2014,Percentage,Below 60% of median equivalised income,13.1
Estonia,2015,Percentage,Below 60% of median equivalised income,12.4
Estonia,2016,Percentage,Below 60% of median equivalised income,9.8
Estonia,2017,Percentage,Below 60% of median equivalised income,7.4
Estonia,2018,Percentage,Below 60% of median equivalised income,7.6
Estonia,2019,Percentage,Below 60% of median equivalised income,7.2
Estonia,2020,Percentage,Below 60% of median equivalised income,5.7
Estonia,2023,Percentage,Below 60% of median equivalised income,3.7
Greece,2003,Percentage,Below 60% of median equivalised income,7.3
Greece,2004,Percentage,Below 60% of median equivalised income,5.9
Greece,2005,Percentage,Below 60% of median equivalised income,4.9
Greece,2006,Percentage,Below 60% of median equivalised income,6.3
Greece,2007,Percentage,Below 60% of median equivalised income,8.7
Greece,2008,Percentage,Below 60% of median equivalised income,9.4
Greece,2009,Percentage,Below 60% of median equivalised income,13.4
Greece,2010,Percentage,Below 60% of median equivalised income,15.5
Greece,2011,Percentage,Below 60% of median equivalised income,19.8
Greece,2012,Percentage,Below 60% of median equivalised income,18.4
Greece,2013,Percentage,Below 60% of median equivalised income,18.5
Greece,2014,Percentage,Below 60% of median equivalised income,13.6
Greece,2015,Percentage,Below 60% of median equivalised income,11.6
Greece,2016,Percentage,Below 60% of median equivalised income,10.3
Greece,2017,Percentage,Below 60% of median equivalised income,13.5
Greece,2018,Percentage,Below 60% of median equivalised income,14.8
Greece,2019,Percentage,Below 60% of median equivalised income,16.1
Greece,2020,Percentage,Below 60% of median equivalised income,17.4
Greece,2023,Percentage,Below 60% of median equivalised income,23.7
Spain,2004,Percentage,Below 60% of median equivalised income,17.6
Spain,2005,Percentage,Below 60% of median equivalised income,18.5
Spain,2006,Percentage,Below 60% of median equivalised income,18.5
Spain,2007,Percentage,Below 60% of median equivalised income,17.3
Spain,2008,Percentage,Below 60% of median equivalised income,13.8
Spain,2009,Percentage,Below 60% of median equivalised income,15.4
Spain,2010,Percentage,Below 60% of median equivalised income,13.3
Spain,2011,Percentage,Below 60% of median equivalised income,10.2
Spain,2012,Percentage,Below 60% of median equivalised income,11.8
Spain,2013,Percentage,Below 60% of median equivalised income,13.9
Spain,2014,Percentage,Below 60% of median equivalised income,12.8
Spain,2015,Percentage,Below 60% of median equivalised income,11.2
Spain,2016,Percentage,Below 60% of median equivalised income,14.1
Spain,2017,Percentage,Below 60% of median equivalised income,10.7
Spain,2018,Percentage,Below 60% of median equivalised income,13.0
Spain,2019,Percentage,Below 60% of median equivalised income,13.0
Spain,2020,Percentage,Below 60% of median equivalised income,16.9
Spain,2023,Percentage,Below 60% of median equivalised income,16.7
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,Percentage,Below 60% of median equivalised income,16.8
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,Percentage,Below 60% of median equivalised income,16.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,Percentage,Below 60% of median equivalised income,17.1
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,Percentage,Below 60% of median equivalised income,16.8
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,Percentage,Below 60% of median equivalised income,16.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,Percentage,Below 60% of median equivalised income,15.8
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,Percentage,Below 60% of median equivalised income,14.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,Percentage,Below 60% of median equivalised income,15.4
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,Percentage,Below 60% of median equivalised income,14.7
European Union - 27 countries (2007-2013),2007,Percentage,Below 60% of median equivalised income,18.6
