country,year,unit,traffic,deaths
Finland,2006,Number,Rural roads,226.0
Finland,2007,Number,Rural roads,285.0
Finland,2008,Number,Rural roads,227.0
Finland,2009,Number,Rural roads,191.0
Finland,2010,Number,Rural roads,205.0
Finland,2011,Number,Rural roads,207.0
Finland,2012,Number,Rural roads,186.0
Finland,2013,Number,Rural roads,193.0
Finland,2014,Number,Rural roads,159.0
Finland,2015,Number,Rural roads,189.0
Finland,2016,Number,Rural roads,188.0
Finland,2017,Number,Rural roads,173.0
Finland,2018,Number,Rural roads,172.0
Finland,2019,Number,Rural roads,169.0
Finland,2020,Number,Rural roads,152.0
Finland,2021,Number,Rural roads,160.0
Finland,2022,Number,Rural roads,133.0
France,2000,Number,Rural roads,5290.0
France,2001,Number,Rural roads,5386.0
France,2002,Number,Rural roads,5067.0
France,2003,Number,Rural roads,3941.0
France,2004,Number,Rural roads,3673.0
France,2005,Number,Rural roads,3331.0
France,2006,Number,Rural roads,3071.0
France,2007,Number,Rural roads,2988.0
France,2008,Number,Rural roads,2807.0
France,2009,Number,Rural roads,2796.0
France,2010,Number,Rural roads,2621.0
France,2011,Number,Rural roads,2599.0
France,2012,Number,Rural roads,2404.0
France,2013,Number,Rural roads,2098.0
France,2014,Number,Rural roads,2150.0
France,2015,Number,Rural roads,2175.0
France,2016,Number,Rural roads,2188.0
France,2017,Number,Rural roads,2156.0
France,2018,Number,Rural roads,2015.0
France,2019,Number,Rural roads,1943.0
France,2020,Number,Rural roads,1497.0
France,2021,Number,Rural roads,1732.0
France,2022,Number,Rural roads,1933.0
Croatia,2007,Number,Rural roads,226.0
Croatia,2008,Number,Rural roads,183.0
Croatia,2009,Number,Rural roads,189.0
Croatia,2010,Number,Rural roads,128.0
Croatia,2011,Number,Rural roads,143.0
Croatia,2012,Number,Rural roads,121.0
Croatia,2013,Number,Rural roads,117.0
Croatia,2014,Number,Rural roads,95.0
Croatia,2015,Number,Rural roads,112.0
Croatia,2016,Number,Rural roads,97.0
Croatia,2017,Number,Rural roads,123.0
Croatia,2018,Number,Rural roads,114.0
Croatia,2019,Number,Rural roads,115.0
Croatia,2020,Number,Rural roads,76.0
Croatia,2021,Number,Rural roads,93.0
Croatia,2022,Number,Rural roads,92.0
Hungary,2003,Number,Rural roads,790.0
Hungary,2004,Number,Rural roads,760.0
Hungary,2005,Number,Rural roads,729.0
Hungary,2006,Number,Rural roads,740.0
Hungary,2007,Number,Rural roads,666.0
Hungary,2008,Number,Rural roads,523.0
Hungary,2009,Number,Rural roads,483.0
Hungary,2010,Number,Rural roads,424.0
Hungary,2011,Number,Rural roads,355.0
Hungary,2012,Number,Rural roads,364.0
Hungary,2013,Number,Rural roads,329.0
Hungary,2014,Number,Rural roads,362.0
Hungary,2015,Number,Rural roads,349.0
Hungary,2016,Number,Rural roads,346.0
Hungary,2017,Number,Rural roads,362.0
Hungary,2018,Number,Rural roads,349.0
Hungary,2019,Number,Rural roads,331.0
Hungary,2020,Number,Rural roads,275.0
Hungary,2021,Number,Rural roads,300.0
Hungary,2022,Number,Rural roads,308.0
Ireland,2000,Number,Rural roads,288.0
Ireland,2001,Number,Rural roads,304.0
Ireland,2002,Number,Rural roads,269.0
Ireland,2003,Number,Rural roads,240.0
Ireland,2004,Number,Rural roads,263.0
Ireland,2005,Number,Rural roads,318.0
Ireland,2006,Number,Rural roads,292.0
Ireland,2007,Number,Rural roads,251.0
Ireland,2008,Number,Rural roads,216.0
Ireland,2009,Number,Rural roads,178.0
Ireland,2010,Number,Rural roads,159.0
Ireland,2011,Number,Rural roads,139.0
Ireland,2012,Number,Rural roads,112.0
Ireland,2013,Number,Rural roads,145.0
Ireland,2014,Number,Rural roads,127.0
Ireland,2015,Number,Rural roads,121.0
Ireland,2016,Number,Rural roads,124.0
Ireland,2017,Number,Rural roads,107.0
Ireland,2018,Number,Rural roads,78.0
Ireland,2019,Number,Rural roads,101.0
Ireland,2020,Number,Rural roads,88.0
Iceland,2002,Number,Rural roads,27.0
Iceland,2003,Number,Rural roads,17.0
Iceland,2004,Number,Rural roads,15.0
Iceland,2005,Number,Rural roads,16.0
Iceland,2006,Number,Rural roads,21.0
Iceland,2007,Number,Rural roads,14.0
Iceland,2008,Number,Rural roads,7.0
Iceland,2009,Number,Rural roads,12.0
Iceland,2010,Number,Rural roads,4.0
Iceland,2011,Number,Rural roads,9.0
Iceland,2012,Number,Rural roads,7.0
Iceland,2013,Number,Rural roads,11.0
Iceland,2014,Number,Rural roads,4.0
Iceland,2015,Number,Rural roads,13.0
Iceland,2016,Number,Rural roads,13.0
Iceland,2017,Number,Rural roads,9.0
Iceland,2018,Number,Rural roads,16.0
Iceland,2019,Number,Rural roads,6.0
Iceland,2020,Number,Rural roads,7.0
Iceland,2021,Number,Rural roads,5.0
Iceland,2022,Number,Rural roads,4.0
Italy,2000,Number,Rural roads,3130.0
Italy,2001,Number,Rural roads,2972.0
Italy,2002,Number,Rural roads,3096.0
Italy,2003,Number,Rural roads,3106.0
Italy,2004,Number,Rural roads,2878.0
Italy,2005,Number,Rural roads,2653.0
Italy,2006,Number,Rural roads,2585.0
Italy,2007,Number,Rural roads,2336.0
Italy,2008,Number,Rural roads,2203.0
Italy,2009,Number,Rural roads,1995.0
Italy,2010,Number,Rural roads,1956.0
Italy,2011,Number,Rural roads,1778.0
Italy,2012,Number,Rural roads,1821.0
Italy,2013,Number,Rural roads,1652.0
Italy,2014,Number,Rural roads,1589.0
Italy,2015,Number,Rural roads,1621.0
Italy,2016,Number,Rural roads,1546.0
Italy,2017,Number,Rural roads,1615.0
Italy,2018,Number,Rural roads,1603.0
Italy,2019,Number,Rural roads,1532.0
Italy,2020,Number,Rural roads,1139.0
Italy,2021,Number,Rural roads,1365.0
Italy,2022,Number,Rural roads,1531.0
Lithuania,2016,Number,Rural roads,75.0
Lithuania,2017,Number,Rural roads,95.0
Lithuania,2018,Number,Rural roads,98.0
Lithuania,2019,Number,Rural roads,91.0
Lithuania,2020,Number,Rural roads,101.0
Lithuania,2021,Number,Rural roads,69.0
Lithuania,2022,Number,Rural roads,74.0
Luxembourg,2000,Number,Rural roads,47.0
Luxembourg,2001,Number,Rural roads,46.0
Luxembourg,2002,Number,Rural roads,30.0
Luxembourg,2003,Number,Rural roads,31.0
Luxembourg,2004,Number,Rural roads,26.0
Luxembourg,2005,Number,Rural roads,30.0
Luxembourg,2006,Number,Rural roads,26.0
Luxembourg,2007,Number,Rural roads,23.0
Luxembourg,2008,Number,Rural roads,20.0
Luxembourg,2011,Number,Rural roads,22.0
Luxembourg,2012,Number,Rural roads,20.0
Luxembourg,2013,Number,Rural roads,24.0
Luxembourg,2014,Number,Rural roads,23.0
Luxembourg,2015,Number,Rural roads,28.0
Luxembourg,2016,Number,Rural roads,19.0
Luxembourg,2017,Number,Rural roads,16.0
Luxembourg,2018,Number,Rural roads,26.0
Luxembourg,2019,Number,Rural roads,16.0
Luxembourg,2020,Number,Rural roads,15.0
Luxembourg,2021,Number,Rural roads,18.0
Luxembourg,2022,Number,Rural roads,21.0
Latvia,2004,Number,Rural roads,374.0
Latvia,2005,Number,Rural roads,317.0
Latvia,2006,Number,Rural roads,259.0
Latvia,2007,Number,Rural roads,254.0
Latvia,2008,Number,Rural roads,219.0
Latvia,2009,Number,Rural roads,186.0
Latvia,2010,Number,Rural roads,140.0
Latvia,2011,Number,Rural roads,126.0
Latvia,2012,Number,Rural roads,124.0
Latvia,2013,Number,Rural roads,126.0
Latvia,2014,Number,Rural roads,143.0
Latvia,2015,Number,Rural roads,144.0
Latvia,2016,Number,Rural roads,128.0
Latvia,2017,Number,Rural roads,92.0
Latvia,2018,Number,Rural roads,107.0
Latvia,2019,Number,Rural roads,92.0
Latvia,2020,Number,Rural roads,97.0
Malta,2015,Number,Rural roads,1.0
Malta,2016,Number,Rural roads,9.0
Malta,2017,Number,Rural roads,4.0
Malta,2018,Number,Rural roads,5.0
Malta,2020,Number,Rural roads,12.0
Malta,2021,Number,Rural roads,9.0
Netherlands,2000,Number,Rural roads,570.0
Netherlands,2001,Number,Rural roads,534.0
Netherlands,2002,Number,Rural roads,516.0
Netherlands,2003,Number,Rural roads,531.0
Netherlands,2004,Number,Rural roads,541.0
Netherlands,2005,Number,Rural roads,485.0
Netherlands,2006,Number,Rural roads,447.0
Netherlands,2007,Number,Rural roads,439.0
Netherlands,2008,Number,Rural roads,431.0
Netherlands,2009,Number,Rural roads,332.0
Netherlands,2010,Number,Rural roads,254.0
Netherlands,2011,Number,Rural roads,266.0
Netherlands,2012,Number,Rural roads,280.0
Netherlands,2013,Number,Rural roads,203.0
Netherlands,2014,Number,Rural roads,205.0
Netherlands,2015,Number,Rural roads,305.0
Netherlands,2016,Number,Rural roads,239.0
Netherlands,2017,Number,Rural roads,236.0
Netherlands,2018,Number,Rural roads,256.0
Netherlands,2019,Number,Rural roads,274.0
Netherlands,2020,Number,Rural roads,265.0
Netherlands,2021,Number,Rural roads,254.0
Netherlands,2022,Number,Rural roads,274.0
Norway,2009,Number,Rural roads,156.0
Norway,2010,Number,Rural roads,166.0
Norway,2011,Number,Rural roads,126.0
Norway,2013,Number,Rural roads,153.0
Norway,2014,Number,Rural roads,117.0
Norway,2015,Number,Rural roads,95.0
Norway,2016,Number,Rural roads,107.0
Norway,2017,Number,Rural roads,84.0
Norway,2018,Number,Rural roads,81.0
Norway,2019,Number,Rural roads,90.0
Norway,2020,Number,Rural roads,70.0
Norway,2021,Number,Rural roads,65.0
Norway,2022,Number,Rural roads,90.0
Poland,2000,Number,Rural roads,3370.0
Poland,2001,Number,Rural roads,2949.0
Poland,2002,Number,Rural roads,3025.0
Poland,2003,Number,Rural roads,2953.0
Poland,2004,Number,Rural roads,2922.0
Poland,2005,Number,Rural roads,2917.0
Poland,2006,Number,Rural roads,2839.0
Poland,2007,Number,Rural roads,2981.0
Poland,2008,Number,Rural roads,2903.0
Poland,2009,Number,Rural roads,2358.0
Poland,2010,Number,Rural roads,2067.0
Poland,2011,Number,Rural roads,2193.0
Poland,2012,Number,Rural roads,1875.0
Poland,2013,Number,Rural roads,1736.0
Poland,2014,Number,Rural roads,1680.0
Poland,2015,Number,Rural roads,1629.0
Poland,2016,Number,Rural roads,1701.0
Poland,2017,Number,Rural roads,1523.0
Poland,2018,Number,Rural roads,1559.0
Poland,2019,Number,Rural roads,1662.0
Poland,2020,Number,Rural roads,1352.0
Poland,2021,Number,Rural roads,1299.0
Poland,2022,Number,Rural roads,1081.0
Portugal,2000,Number,Rural roads,996.0
Portugal,2001,Number,Rural roads,833.0
Portugal,2002,Number,Rural roads,854.0
Portugal,2003,Number,Rural roads,752.0
Portugal,2004,Number,Rural roads,619.0
Portugal,2005,Number,Rural roads,605.0
Portugal,2006,Number,Rural roads,429.0
Portugal,2007,Number,Rural roads,453.0
Portugal,2008,Number,Rural roads,368.0
Portugal,2009,Number,Rural roads,358.0
Portugal,2010,Number,Rural roads,342.0
Portugal,2011,Number,Rural roads,320.0
Portugal,2012,Number,Rural roads,263.0
Portugal,2013,Number,Rural roads,241.0
Portugal,2014,Number,Rural roads,241.0
Portugal,2015,Number,Rural roads,228.0
Portugal,2016,Number,Rural roads,223.0
Portugal,2017,Number,Rural roads,223.0
Portugal,2018,Number,Rural roads,263.0
Portugal,2019,Number,Rural roads,227.0
Portugal,2020,Number,Rural roads,172.0
Portugal,2021,Number,Rural roads,185.0
Portugal,2022,Number,Rural roads,228.0
Romania,2000,Number,Rural roads,458.0
Romania,2001,Number,Rural roads,603.0
Romania,2002,Number,Rural roads,634.0
Romania,2003,Number,Rural roads,711.0
Romania,2004,Number,Rural roads,729.0
Romania,2005,Number,Rural roads,714.0
Romania,2006,Number,Rural roads,903.0
Romania,2007,Number,Rural roads,979.0
Romania,2008,Number,Rural roads,1122.0
Romania,2009,Number,Rural roads,1015.0
Romania,2010,Number,Rural roads,866.0
Romania,2011,Number,Rural roads,731.0
Romania,2012,Number,Rural roads,779.0
Romania,2013,Number,Rural roads,677.0
Romania,2014,Number,Rural roads,651.0
Romania,2015,Number,Rural roads,720.0
Romania,2016,Number,Rural roads,698.0
Romania,2017,Number,Rural roads,694.0
Romania,2018,Number,Rural roads,660.0
Romania,2019,Number,Rural roads,608.0
Romania,2020,Number,Rural roads,537.0
Romania,2021,Number,Rural roads,629.0
Romania,2022,Number,Rural roads,578.0
Sweden,2000,Number,Rural roads,404.0
Sweden,2001,Number,Rural roads,373.0
Sweden,2002,Number,Rural roads,387.0
Sweden,2003,Number,Rural roads,364.0
Sweden,2004,Number,Rural roads,319.0
Sweden,2005,Number,Rural roads,310.0
Sweden,2006,Number,Rural roads,312.0
Sweden,2007,Number,Rural roads,323.0
Sweden,2008,Number,Rural roads,281.0
Sweden,2009,Number,Rural roads,243.0
Sweden,2010,Number,Rural roads,170.0
Sweden,2011,Number,Rural roads,217.0
Sweden,2012,Number,Rural roads,178.0
Sweden,2013,Number,Rural roads,181.0
Sweden,2014,Number,Rural roads,158.0
Sweden,2015,Number,Rural roads,179.0
Sweden,2016,Number,Rural roads,168.0
Sweden,2017,Number,Rural roads,161.0
Sweden,2018,Number,Rural roads,217.0
Sweden,2019,Number,Rural roads,146.0
Sweden,2020,Number,Rural roads,131.0
Sweden,2021,Number,Rural roads,152.0
Sweden,2022,Number,Rural roads,156.0
Slovenia,2000,Number,Rural roads,156.0
Slovenia,2001,Number,Rural roads,163.0
Slovenia,2002,Number,Rural roads,153.0
Slovenia,2003,Number,Rural roads,136.0
Slovenia,2004,Number,Rural roads,154.0
Slovenia,2005,Number,Rural roads,157.0
Slovenia,2006,Number,Rural roads,137.0
Slovenia,2007,Number,Rural roads,162.0
Slovenia,2008,Number,Rural roads,128.0
Slovenia,2009,Number,Rural roads,77.0
Slovenia,2010,Number,Rural roads,59.0
Slovenia,2011,Number,Rural roads,74.0
Slovenia,2012,Number,Rural roads,68.0
Slovenia,2013,Number,Rural roads,56.0
Slovenia,2014,Number,Rural roads,53.0
Slovenia,2015,Number,Rural roads,66.0
Slovenia,2016,Number,Rural roads,62.0
Slovenia,2017,Number,Rural roads,44.0
Slovenia,2018,Number,Rural roads,51.0
Slovenia,2019,Number,Rural roads,61.0
Slovenia,2020,Number,Rural roads,45.0
Slovenia,2021,Number,Rural roads,57.0
Slovenia,2022,Number,Rural roads,31.0
Slovakia,2001,Number,Rural roads,317.0
Slovakia,2002,Number,Rural roads,331.0
Slovakia,2003,Number,Rural roads,326.0
Slovakia,2004,Number,Rural roads,316.0
Slovakia,2005,Number,Rural roads,308.0
Slovakia,2006,Number,Rural roads,308.0
Slovakia,2007,Number,Rural roads,344.0
Slovakia,2008,Number,Rural roads,312.0
Slovakia,2009,Number,Rural roads,199.0
Slovakia,2010,Number,Rural roads,200.0
Slovakia,2016,Number,Rural roads,156.0
Slovakia,2017,Number,Rural roads,153.0
Slovakia,2018,Number,Rural roads,155.0
Slovakia,2019,Number,Rural roads,168.0
Slovakia,2020,Number,Rural roads,134.0
Slovakia,2021,Number,Rural roads,138.0
Slovakia,2022,Number,Rural roads,148.0
United Kingdom,2000,Number,Rural roads,1931.0
United Kingdom,2001,Number,Rural roads,1952.0
United Kingdom,2002,Number,Rural roads,1934.0
United Kingdom,2003,Number,Rural roads,2004.0
United Kingdom,2004,Number,Rural roads,1855.0
United Kingdom,2005,Number,Rural roads,1831.0
United Kingdom,2006,Number,Rural roads,1787.0
United Kingdom,2007,Number,Rural roads,1697.0
United Kingdom,2008,Number,Rural roads,1401.0
United Kingdom,2009,Number,Rural roads,1206.0
United Kingdom,2010,Number,Rural roads,1196.0
United Kingdom,2011,Number,Rural roads,1216.0
United Kingdom,2012,Number,Rural roads,1086.0
United Kingdom,2013,Number,Rural roads,1124.0
United Kingdom,2014,Number,Rural roads,1142.0
United Kingdom,2015,Number,Rural roads,1093.0
United Kingdom,2016,Number,Rural roads,1151.0
United Kingdom,2017,Number,Rural roads,1131.0
United Kingdom,2018,Number,Rural roads,1084.0
Austria,2000,Rate,Rural roads,7.9
Austria,2001,Rate,Rural roads,7.3
Austria,2002,Rate,Rural roads,7.0
Austria,2003,Rate,Rural roads,7.4
Austria,2004,Rate,Rural roads,6.5
Austria,2005,Rate,Rural roads,5.8
Austria,2006,Rate,Rural roads,5.5
Austria,2007,Rate,Rural roads,5.4
Austria,2008,Rate,Rural roads,5.0
Austria,2009,Rate,Rural roads,4.8
Austria,2010,Rate,Rural roads,4.2
Austria,2011,Rate,Rural roads,4.0
Austria,2012,Rate,Rural roads,3.9
Austria,2013,Rate,Rural roads,3.6
Austria,2014,Rate,Rural roads,3.2
Austria,2015,Rate,Rural roads,3.6
Austria,2016,Rate,Rural roads,3.3
Austria,2017,Rate,Rural roads,3.0
Austria,2018,Rate,Rural roads,3.2
Austria,2019,Rate,Rural roads,3.2
Austria,2020,Rate,Rural roads,2.6
Austria,2021,Rate,Rural roads,2.6
Austria,2022,Rate,Rural roads,2.6
Belgium,2000,Rate,Rural roads,8.1
Belgium,2001,Rate,Rural roads,8.2
Belgium,2002,Rate,Rural roads,7.6
Belgium,2003,Rate,Rural roads,7.0
Belgium,2004,Rate,Rural roads,7.1
Belgium,2005,Rate,Rural roads,6.4
Belgium,2006,Rate,Rural roads,6.1
Belgium,2007,Rate,Rural roads,6.1
Belgium,2008,Rate,Rural roads,5.0
Belgium,2009,Rate,Rural roads,5.0
Belgium,2010,Rate,Rural roads,4.3
Belgium,2011,Rate,Rural roads,4.2
Belgium,2012,Rate,Rural roads,4.1
Belgium,2013,Rate,Rural roads,3.8
Belgium,2014,Rate,Rural roads,3.5
Belgium,2015,Rate,Rural roads,3.7
Belgium,2016,Rate,Rural roads,3.3
Belgium,2017,Rate,Rural roads,2.7
Belgium,2018,Rate,Rural roads,2.7
Belgium,2019,Rate,Rural roads,2.7
Belgium,2020,Rate,Rural roads,2.0
Belgium,2021,Rate,Rural roads,2.2
Belgium,2022,Rate,Rural roads,2.2
Bulgaria,2008,Rate,Rural roads,7.7
Bulgaria,2009,Rate,Rural roads,7.4
Bulgaria,2010,Rate,Rural roads,5.8
Bulgaria,2011,Rate,Rural roads,5.2
Bulgaria,2012,Rate,Rural roads,4.8
Bulgaria,2013,Rate,Rural roads,4.9
Bulgaria,2014,Rate,Rural roads,5.2
Bulgaria,2015,Rate,Rural roads,5.4
Bulgaria,2016,Rate,Rural roads,6.2
Bulgaria,2017,Rate,Rural roads,6.2
Bulgaria,2018,Rate,Rural roads,5.1
Bulgaria,2019,Rate,Rural roads,5.3
Bulgaria,2020,Rate,Rural roads,4.3
Bulgaria,2021,Rate,Rural roads,4.9
Bulgaria,2022,Rate,Rural roads,5.1
Switzerland,2001,Rate,Rural roads,3.7
Switzerland,2002,Rate,Rural roads,3.7
Switzerland,2003,Rate,Rural roads,4.3
Switzerland,2004,Rate,Rural roads,3.6
Switzerland,2005,Rate,Rural roads,3.3
Switzerland,2006,Rate,Rural roads,2.9
Switzerland,2007,Rate,Rural roads,2.6
Switzerland,2008,Rate,Rural roads,2.5
Switzerland,2009,Rate,Rural roads,2.3
Switzerland,2010,Rate,Rural roads,2.4
Switzerland,2011,Rate,Rural roads,2.1
Switzerland,2012,Rate,Rural roads,1.9
Switzerland,2013,Rate,Rural roads,1.6
Switzerland,2014,Rate,Rural roads,1.7
Switzerland,2015,Rate,Rural roads,1.4
Switzerland,2016,Rate,Rural roads,1.3
Switzerland,2017,Rate,Rural roads,1.4
Switzerland,2018,Rate,Rural roads,1.3
Switzerland,2019,Rate,Rural roads,1.1
Switzerland,2020,Rate,Rural roads,1.2
Switzerland,2021,Rate,Rural roads,1.2
Switzerland,2022,Rate,Rural roads,1.5
Cyprus,2005,Rate,Rural roads,3.8
Cyprus,2006,Rate,Rural roads,3.2
Cyprus,2007,Rate,Rural roads,3.5
Cyprus,2008,Rate,Rural roads,2.3
Cyprus,2009,Rate,Rural roads,2.7
Cyprus,2010,Rate,Rural roads,1.2
Cyprus,2011,Rate,Rural roads,2.8
Cyprus,2012,Rate,Rural roads,2.0
Cyprus,2013,Rate,Rural roads,1.4
Cyprus,2014,Rate,Rural roads,0.9
Cyprus,2015,Rate,Rural roads,1.7
Cyprus,2016,Rate,Rural roads,1.2
Cyprus,2017,Rate,Rural roads,1.2
Cyprus,2018,Rate,Rural roads,1.7
Cyprus,2019,Rate,Rural roads,1.9
Cyprus,2020,Rate,Rural roads,1.7
Cyprus,2021,Rate,Rural roads,1.4
Cyprus,2022,Rate,Rural roads,1.0
Czechia,2000,Rate,Rural roads,8.1
Czechia,2001,Rate,Rural roads,7.5
Czechia,2002,Rate,Rural roads,7.9
Czechia,2003,Rate,Rural roads,8.3
Czechia,2004,Rate,Rural roads,7.8
Czechia,2005,Rate,Rural roads,7.2
Czechia,2006,Rate,Rural roads,5.9
Czechia,2007,Rate,Rural roads,7.1
Czechia,2008,Rate,Rural roads,5.8
Czechia,2009,Rate,Rural roads,5.2
Czechia,2010,Rate,Rural roads,4.6
Czechia,2011,Rate,Rural roads,4.5
Czechia,2012,Rate,Rural roads,4.3
Czechia,2013,Rate,Rural roads,3.7
Czechia,2014,Rate,Rural roads,4.1
Czechia,2015,Rate,Rural roads,4.6
Czechia,2016,Rate,Rural roads,3.4
Czechia,2017,Rate,Rural roads,3.4
Czechia,2018,Rate,Rural roads,3.8
Czechia,2019,Rate,Rural roads,3.7
Czechia,2020,Rate,Rural roads,3.1
Czechia,2021,Rate,Rural roads,3.1
Czechia,2022,Rate,Rural roads,3.1
Germany,2000,Rate,Rural roads,5.8
Germany,2001,Rate,Rural roads,5.4
Germany,2002,Rate,Rural roads,5.2
Germany,2003,Rate,Rural roads,5.0
Germany,2004,Rate,Rural roads,4.4
Germany,2005,Rate,Rural roads,3.9
Germany,2006,Rate,Rural roads,3.7
Germany,2007,Rate,Rural roads,3.7
Germany,2008,Rate,Rural roads,3.3
Germany,2009,Rate,Rural roads,3.0
Germany,2010,Rate,Rural roads,2.7
Germany,2011,Rate,Rural roads,3.0
Germany,2012,Rate,Rural roads,2.7
Germany,2013,Rate,Rural roads,2.4
Germany,2014,Rate,Rural roads,2.5
Germany,2015,Rate,Rural roads,2.4
Germany,2016,Rate,Rural roads,2.3
Germany,2017,Rate,Rural roads,2.2
Germany,2018,Rate,Rural roads,2.3
Germany,2019,Rate,Rural roads,2.1
Germany,2020,Rate,Rural roads,1.9
Germany,2021,Rate,Rural roads,1.8
Germany,2022,Rate,Rural roads,1.9
Denmark,2000,Rate,Rural roads,5.4
Denmark,2001,Rate,Rural roads,5.0
Denmark,2002,Rate,Rural roads,5.4
Denmark,2003,Rate,Rural roads,5.3
Denmark,2004,Rate,Rural roads,4.1
Denmark,2005,Rate,Rural roads,3.8
Denmark,2006,Rate,Rural roads,3.5
Denmark,2007,Rate,Rural roads,4.6
Denmark,2008,Rate,Rural roads,4.5
Denmark,2009,Rate,Rural roads,3.4
Denmark,2010,Rate,Rural roads,2.7
Denmark,2011,Rate,Rural roads,2.5
Denmark,2012,Rate,Rural roads,1.8
Denmark,2013,Rate,Rural roads,2.1
Denmark,2014,Rate,Rural roads,2.2
Denmark,2015,Rate,Rural roads,1.8
Denmark,2016,Rate,Rural roads,2.1
Denmark,2017,Rate,Rural roads,1.9
Denmark,2018,Rate,Rural roads,1.7
Denmark,2019,Rate,Rural roads,2.1
Denmark,2020,Rate,Rural roads,1.7
Denmark,2021,Rate,Rural roads,1.3
Denmark,2022,Rate,Rural roads,1.6
Estonia,2005,Rate,Rural roads,9.2
Estonia,2006,Rate,Rural roads,11.7
Estonia,2007,Rate,Rural roads,9.9
Estonia,2008,Rate,Rural roads,6.8
Estonia,2009,Rate,Rural roads,5.9
Estonia,2010,Rate,Rural roads,4.9
Estonia,2011,Rate,Rural roads,5.7
Estonia,2014,Rate,Rural roads,4.3
Estonia,2016,Rate,Rural roads,3.9
Estonia,2017,Rate,Rural roads,2.6
Estonia,2018,Rate,Rural roads,4.1
Estonia,2019,Rate,Rural roads,2.6
Estonia,2020,Rate,Rural roads,3.2
Estonia,2021,Rate,Rural roads,3.3
Estonia,2022,Rate,Rural roads,2.3
Greece,2000,Rate,Rural roads,11.9
Greece,2001,Rate,Rural roads,8.9
Greece,2002,Rate,Rural roads,7.8
Greece,2003,Rate,Rural roads,7.6
Greece,2004,Rate,Rural roads,7.2
Greece,2005,Rate,Rural roads,7.2
Greece,2006,Rate,Rural roads,6.7
Greece,2007,Rate,Rural roads,6.8
Greece,2008,Rate,Rural roads,6.2
Greece,2009,Rate,Rural roads,6.3
Greece,2010,Rate,Rural roads,5.2
Greece,2011,Rate,Rural roads,4.5
Greece,2012,Rate,Rural roads,3.9
Greece,2013,Rate,Rural roads,3.1
Greece,2014,Rate,Rural roads,3.1
Greece,2015,Rate,Rural roads,3.3
Greece,2016,Rate,Rural roads,3.3
Greece,2017,Rate,Rural roads,3.1
Greece,2018,Rate,Rural roads,2.5
Greece,2019,Rate,Rural roads,2.5
Greece,2020,Rate,Rural roads,2.1
Greece,2021,Rate,Rural roads,2.6
Spain,2000,Rate,Rural roads,10.7
Spain,2001,Rate,Rural roads,8.3
Spain,2002,Rate,Rural roads,8.0
Spain,2003,Rate,Rural roads,8.1
Spain,2004,Rate,Rural roads,6.8
Spain,2005,Rate,Rural roads,6.4
Spain,2006,Rate,Rural roads,5.8
Spain,2007,Rate,Rural roads,5.4
Spain,2008,Rate,Rural roads,4.3
Spain,2009,Rate,Rural roads,3.6
Spain,2010,Rate,Rural roads,3.2
Spain,2011,Rate,Rural roads,2.7
Spain,2012,Rate,Rural roads,2.4
Spain,2013,Rate,Rural roads,2.0
Spain,2014,Rate,Rural roads,2.1
Spain,2015,Rate,Rural roads,2.1
Spain,2016,Rate,Rural roads,2.1
Spain,2017,Rate,Rural roads,2.2
Spain,2018,Rate,Rural roads,2.1
Spain,2019,Rate,Rural roads,1.9
Spain,2020,Rate,Rural roads,1.6
Spain,2021,Rate,Rural roads,1.7
Spain,2022,Rate,Rural roads,1.9
European Union - 27 countries (from 2020),2000,Rate,Rural roads,6.5
European Union - 27 countries (from 2020),2001,Rate,Rural roads,6.1
European Union - 27 countries (from 2020),2002,Rate,Rural roads,5.9
European Union - 27 countries (from 2020),2003,Rate,Rural roads,5.8
European Union - 27 countries (from 2020),2004,Rate,Rural roads,5.4
European Union - 27 countries (from 2020),2005,Rate,Rural roads,5.1
European Union - 27 countries (from 2020),2006,Rate,Rural roads,4.8
European Union - 27 countries (from 2020),2007,Rate,Rural roads,4.8
European Union - 27 countries (from 2020),2008,Rate,Rural roads,4.5
European Union - 27 countries (from 2020),2009,Rate,Rural roads,4.0
European Union - 27 countries (from 2020),2010,Rate,Rural roads,3.6
European Union - 27 countries (from 2020),2011,Rate,Rural roads,3.5
European Union - 27 countries (from 2020),2012,Rate,Rural roads,3.2
European Union - 27 countries (from 2020),2013,Rate,Rural roads,2.9
European Union - 27 countries (from 2020),2014,Rate,Rural roads,2.8
European Union - 27 countries (from 2020),2015,Rate,Rural roads,2.9
European Union - 27 countries (from 2020),2016,Rate,Rural roads,2.9
European Union - 27 countries (from 2020),2017,Rate,Rural roads,2.8
European Union - 27 countries (from 2020),2018,Rate,Rural roads,2.8
European Union - 27 countries (from 2020),2019,Rate,Rural roads,2.7
European Union - 27 countries (from 2020),2020,Rate,Rural roads,2.2
European Union - 27 countries (from 2020),2021,Rate,Rural roads,2.3
European Union - 27 countries (from 2020),2022,Rate,Rural roads,2.3
Finland,2000,Rate,Rural roads,5.4
Finland,2001,Rate,Rural roads,6.0
Finland,2002,Rate,Rural roads,5.7
Finland,2003,Rate,Rural roads,5.2
Finland,2004,Rate,Rural roads,5.3
Finland,2005,Rate,Rural roads,5.1
Finland,2006,Rate,Rural roads,4.3
Finland,2007,Rate,Rural roads,5.4
