country,year,sex,value,source
Latvia,2014,Females,1.7,ESTAT:SDG_05_40(1.0)
Latvia,2015,Females,1.6,ESTAT:SDG_05_40(1.0)
Latvia,2016,Females,1.6,ESTAT:SDG_05_40(1.0)
Latvia,2017,Females,1.1,ESTAT:SDG_05_40(1.0)
Latvia,2018,Females,0.8,ESTAT:SDG_05_40(1.0)
Latvia,2019,Females,1.0,ESTAT:SDG_05_40(1.0)
Latvia,2020,Females,1.5,ESTAT:SDG_05_40(1.0)
Latvia,2021,Females,1.1,ESTAT:SDG_05_40(1.0)
Latvia,2022,Females,,ESTAT:SDG_05_40(1.0)
Latvia,2023,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2011,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2012,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2013,Females,0.7,ESTAT:SDG_05_40(1.0)
Montenegro,2014,Females,1.0,ESTAT:SDG_05_40(1.0)
Montenegro,2015,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2016,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2017,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2018,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2019,Females,,ESTAT:SDG_05_40(1.0)
Montenegro,2020,Females,,ESTAT:SDG_05_40(1.0)
North Macedonia,2006,Females,1.7,ESTAT:SDG_05_40(1.0)
North Macedonia,2007,Females,1.2,ESTAT:SDG_05_40(1.0)
North Macedonia,2008,Females,1.2,ESTAT:SDG_05_40(1.0)
North Macedonia,2009,Females,1.1,ESTAT:SDG_05_40(1.0)
North Macedonia,2010,Females,0.7,ESTAT:SDG_05_40(1.0)
North Macedonia,2011,Females,0.8,ESTAT:SDG_05_40(1.0)
North Macedonia,2012,Females,1.0,ESTAT:SDG_05_40(1.0)
North Macedonia,2013,Females,1.1,ESTAT:SDG_05_40(1.0)
North Macedonia,2014,Females,1.5,ESTAT:SDG_05_40(1.0)
North Macedonia,2015,Females,1.1,ESTAT:SDG_05_40(1.0)
North Macedonia,2016,Females,0.9,ESTAT:SDG_05_40(1.0)
North Macedonia,2017,Females,1.4,ESTAT:SDG_05_40(1.0)
North Macedonia,2018,Females,1.6,ESTAT:SDG_05_40(1.0)
North Macedonia,2019,Females,1.7,ESTAT:SDG_05_40(1.0)
North Macedonia,2020,Females,1.5,ESTAT:SDG_05_40(1.0)
Malta,2006,Females,1.0,ESTAT:SDG_05_40(1.0)
Malta,2007,Females,1.2,ESTAT:SDG_05_40(1.0)
Malta,2008,Females,1.3,ESTAT:SDG_05_40(1.0)
Malta,2009,Females,1.3,ESTAT:SDG_05_40(1.0)
Malta,2010,Females,1.1,ESTAT:SDG_05_40(1.0)
Malta,2011,Females,2.0,ESTAT:SDG_05_40(1.0)
Malta,2012,Females,2.1,ESTAT:SDG_05_40(1.0)
Malta,2013,Females,1.8,ESTAT:SDG_05_40(1.0)
Malta,2014,Females,1.6,ESTAT:SDG_05_40(1.0)
Malta,2015,Females,1.9,ESTAT:SDG_05_40(1.0)
Malta,2016,Females,1.8,ESTAT:SDG_05_40(1.0)
Malta,2017,Females,1.5,ESTAT:SDG_05_40(1.0)
Malta,2018,Females,1.1,ESTAT:SDG_05_40(1.0)
Malta,2019,Females,1.1,ESTAT:SDG_05_40(1.0)
Malta,2020,Females,0.7,ESTAT:SDG_05_40(1.0)
Malta,2021,Females,0.6,ESTAT:SDG_05_40(1.0)
Malta,2022,Females,,ESTAT:SDG_05_40(1.0)
Malta,2023,Females,,ESTAT:SDG_05_40(1.0)
Netherlands,2006,Females,0.5,ESTAT:SDG_05_40(1.0)
Netherlands,2007,Females,0.5,ESTAT:SDG_05_40(1.0)
Netherlands,2008,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2009,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2010,Females,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2011,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2012,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2013,Females,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2014,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2015,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2016,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2017,Females,0.3,ESTAT:SDG_05_40(1.0)
Netherlands,2018,Females,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2019,Females,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2020,Females,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2021,Females,0.9,ESTAT:SDG_05_40(1.0)
Netherlands,2022,Females,0.9,ESTAT:SDG_05_40(1.0)
Netherlands,2023,Females,0.9,ESTAT:SDG_05_40(1.0)
Norway,2006,Females,0.5,ESTAT:SDG_05_40(1.0)
Norway,2007,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2008,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2009,Females,0.4,ESTAT:SDG_05_40(1.0)
Norway,2010,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2011,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2012,Females,0.4,ESTAT:SDG_05_40(1.0)
Norway,2013,Females,0.4,ESTAT:SDG_05_40(1.0)
Norway,2014,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2015,Females,0.2,ESTAT:SDG_05_40(1.0)
Norway,2016,Females,0.2,ESTAT:SDG_05_40(1.0)
Norway,2017,Females,,ESTAT:SDG_05_40(1.0)
Norway,2018,Females,,ESTAT:SDG_05_40(1.0)
Norway,2019,Females,,ESTAT:SDG_05_40(1.0)
Norway,2020,Females,0.3,ESTAT:SDG_05_40(1.0)
Norway,2021,Females,,ESTAT:SDG_05_40(1.0)
Norway,2022,Females,,ESTAT:SDG_05_40(1.0)
Norway,2023,Females,,ESTAT:SDG_05_40(1.0)
Poland,2006,Females,2.4,ESTAT:SDG_05_40(1.0)
Poland,2007,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2008,Females,2.6,ESTAT:SDG_05_40(1.0)
Poland,2009,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2010,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2011,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2012,Females,2.8,ESTAT:SDG_05_40(1.0)
Poland,2013,Females,2.8,ESTAT:SDG_05_40(1.0)
Poland,2014,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2015,Females,2.5,ESTAT:SDG_05_40(1.0)
Poland,2016,Females,2.7,ESTAT:SDG_05_40(1.0)
Poland,2017,Females,2.8,ESTAT:SDG_05_40(1.0)
Poland,2018,Females,2.8,ESTAT:SDG_05_40(1.0)
Poland,2019,Females,3.0,ESTAT:SDG_05_40(1.0)
Poland,2020,Females,2.8,ESTAT:SDG_05_40(1.0)
Poland,2021,Females,1.4,ESTAT:SDG_05_40(1.0)
Poland,2022,Females,0.9,ESTAT:SDG_05_40(1.0)
Poland,2023,Females,1.0,ESTAT:SDG_05_40(1.0)
Portugal,2006,Females,0.1,ESTAT:SDG_05_40(1.0)
Portugal,2007,Females,0.2,ESTAT:SDG_05_40(1.0)
Portugal,2008,Females,0.2,ESTAT:SDG_05_40(1.0)
Portugal,2009,Females,0.2,ESTAT:SDG_05_40(1.0)
Portugal,2010,Females,,ESTAT:SDG_05_40(1.0)
Portugal,2011,Females,0.7,ESTAT:SDG_05_40(1.0)
Portugal,2012,Females,0.8,ESTAT:SDG_05_40(1.0)
Portugal,2013,Females,0.8,ESTAT:SDG_05_40(1.0)
Portugal,2014,Females,0.9,ESTAT:SDG_05_40(1.0)
Portugal,2015,Females,0.7,ESTAT:SDG_05_40(1.0)
Portugal,2016,Females,0.7,ESTAT:SDG_05_40(1.0)
Portugal,2017,Females,0.7,ESTAT:SDG_05_40(1.0)
Portugal,2018,Females,0.6,ESTAT:SDG_05_40(1.0)
Portugal,2019,Females,0.6,ESTAT:SDG_05_40(1.0)
Portugal,2020,Females,0.9,ESTAT:SDG_05_40(1.0)
Portugal,2021,Females,0.5,ESTAT:SDG_05_40(1.0)
Portugal,2022,Females,0.5,ESTAT:SDG_05_40(1.0)
Portugal,2023,Females,0.5,ESTAT:SDG_05_40(1.0)
Romania,2006,Females,0.5,ESTAT:SDG_05_40(1.0)
Romania,2007,Females,0.5,ESTAT:SDG_05_40(1.0)
Romania,2008,Females,0.4,ESTAT:SDG_05_40(1.0)
Romania,2009,Females,0.3,ESTAT:SDG_05_40(1.0)
Romania,2010,Females,0.3,ESTAT:SDG_05_40(1.0)
Romania,2011,Females,0.2,ESTAT:SDG_05_40(1.0)
Romania,2012,Females,0.2,ESTAT:SDG_05_40(1.0)
Romania,2013,Females,0.2,ESTAT:SDG_05_40(1.0)
Romania,2014,Females,0.1,ESTAT:SDG_05_40(1.0)
Romania,2015,Females,0.2,ESTAT:SDG_05_40(1.0)
Romania,2016,Females,0.1,ESTAT:SDG_05_40(1.0)
Romania,2017,Females,,ESTAT:SDG_05_40(1.0)
Romania,2018,Females,0.1,ESTAT:SDG_05_40(1.0)
Romania,2019,Females,,ESTAT:SDG_05_40(1.0)
Romania,2020,Females,,ESTAT:SDG_05_40(1.0)
Romania,2021,Females,0.4,ESTAT:SDG_05_40(1.0)
Romania,2022,Females,0.3,ESTAT:SDG_05_40(1.0)
Romania,2023,Females,0.2,ESTAT:SDG_05_40(1.0)
Serbia,2010,Females,1.7,ESTAT:SDG_05_40(1.0)
Serbia,2011,Females,1.4,ESTAT:SDG_05_40(1.0)
Serbia,2012,Females,1.7,ESTAT:SDG_05_40(1.0)
Serbia,2013,Females,2.0,ESTAT:SDG_05_40(1.0)
Serbia,2014,Females,2.2,ESTAT:SDG_05_40(1.0)
Serbia,2015,Females,2.5,ESTAT:SDG_05_40(1.0)
Serbia,2016,Females,2.0,ESTAT:SDG_05_40(1.0)
Serbia,2017,Females,1.8,ESTAT:SDG_05_40(1.0)
Serbia,2018,Females,2.1,ESTAT:SDG_05_40(1.0)
Serbia,2019,Females,2.1,ESTAT:SDG_05_40(1.0)
Serbia,2020,Females,1.9,ESTAT:SDG_05_40(1.0)
Serbia,2021,Females,1.0,ESTAT:SDG_05_40(1.0)
Serbia,2022,Females,0.7,ESTAT:SDG_05_40(1.0)
Serbia,2023,Females,0.6,ESTAT:SDG_05_40(1.0)
Sweden,2006,Females,,ESTAT:SDG_05_40(1.0)
Sweden,2007,Females,,ESTAT:SDG_05_40(1.0)
Sweden,2008,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2009,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2010,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2011,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2012,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2013,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2014,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2015,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2016,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2017,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2018,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2019,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2020,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2021,Females,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2022,Females,0.2,ESTAT:SDG_05_40(1.0)
Sweden,2023,Females,,ESTAT:SDG_05_40(1.0)
Slovenia,2006,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2007,Females,0.3,ESTAT:SDG_05_40(1.0)
Slovenia,2008,Females,0.3,ESTAT:SDG_05_40(1.0)
Slovenia,2009,Females,0.2,ESTAT:SDG_05_40(1.0)
Slovenia,2010,Females,0.2,ESTAT:SDG_05_40(1.0)
Slovenia,2011,Females,0.3,ESTAT:SDG_05_40(1.0)
Slovenia,2012,Females,0.2,ESTAT:SDG_05_40(1.0)
Slovenia,2013,Females,0.5,ESTAT:SDG_05_40(1.0)
Slovenia,2014,Females,0.6,ESTAT:SDG_05_40(1.0)
Slovenia,2015,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2016,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2017,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2018,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2019,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2020,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovenia,2021,Females,0.3,ESTAT:SDG_05_40(1.0)
Slovenia,2022,Females,0.3,ESTAT:SDG_05_40(1.0)
Slovenia,2023,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovakia,2006,Females,1.1,ESTAT:SDG_05_40(1.0)
Slovakia,2007,Females,1.0,ESTAT:SDG_05_40(1.0)
Slovakia,2008,Females,0.9,ESTAT:SDG_05_40(1.0)
Slovakia,2009,Females,0.9,ESTAT:SDG_05_40(1.0)
Slovakia,2010,Females,0.9,ESTAT:SDG_05_40(1.0)
Slovakia,2011,Females,0.8,ESTAT:SDG_05_40(1.0)
Slovakia,2012,Females,0.9,ESTAT:SDG_05_40(1.0)
Slovakia,2013,Females,1.1,ESTAT:SDG_05_40(1.0)
Slovakia,2014,Females,1.3,ESTAT:SDG_05_40(1.0)
Slovakia,2015,Females,1.1,ESTAT:SDG_05_40(1.0)
Slovakia,2016,Females,1.1,ESTAT:SDG_05_40(1.0)
Slovakia,2017,Females,1.2,ESTAT:SDG_05_40(1.0)
Slovakia,2018,Females,1.1,ESTAT:SDG_05_40(1.0)
Slovakia,2019,Females,0.8,ESTAT:SDG_05_40(1.0)
Slovakia,2020,Females,0.9,ESTAT:SDG_05_40(1.0)
Slovakia,2021,Females,0.5,ESTAT:SDG_05_40(1.0)
Slovakia,2022,Females,0.4,ESTAT:SDG_05_40(1.0)
Slovakia,2023,Females,0.5,ESTAT:SDG_05_40(1.0)
Türkiye,2006,Females,0.6,ESTAT:SDG_05_40(1.0)
Türkiye,2007,Females,0.5,ESTAT:SDG_05_40(1.0)
Türkiye,2008,Females,0.6,ESTAT:SDG_05_40(1.0)
Türkiye,2009,Females,0.9,ESTAT:SDG_05_40(1.0)
Türkiye,2010,Females,0.9,ESTAT:SDG_05_40(1.0)
Türkiye,2011,Females,0.8,ESTAT:SDG_05_40(1.0)
Türkiye,2012,Females,0.8,ESTAT:SDG_05_40(1.0)
Türkiye,2013,Females,1.0,ESTAT:SDG_05_40(1.0)
Türkiye,2014,Females,1.2,ESTAT:SDG_05_40(1.0)
Türkiye,2015,Females,1.1,ESTAT:SDG_05_40(1.0)
Türkiye,2016,Females,1.1,ESTAT:SDG_05_40(1.0)
Türkiye,2017,Females,1.1,ESTAT:SDG_05_40(1.0)
Türkiye,2018,Females,1.1,ESTAT:SDG_05_40(1.0)
Türkiye,2019,Females,1.0,ESTAT:SDG_05_40(1.0)
Türkiye,2020,Females,2.0,ESTAT:SDG_05_40(1.0)
Türkiye,2021,Females,2.5,ESTAT:SDG_05_40(1.0)
Türkiye,2022,Females,2.4,ESTAT:SDG_05_40(1.0)
Türkiye,2023,Females,3.1,ESTAT:SDG_05_40(1.0)
United Kingdom,2008,Females,2.0,ESTAT:SDG_05_40(1.0)
United Kingdom,2009,Females,2.1,ESTAT:SDG_05_40(1.0)
United Kingdom,2010,Females,1.9,ESTAT:SDG_05_40(1.0)
United Kingdom,2011,Females,1.8,ESTAT:SDG_05_40(1.0)
United Kingdom,2012,Females,2.0,ESTAT:SDG_05_40(1.0)
United Kingdom,2013,Females,1.8,ESTAT:SDG_05_40(1.0)
United Kingdom,2014,Females,1.9,ESTAT:SDG_05_40(1.0)
United Kingdom,2015,Females,1.9,ESTAT:SDG_05_40(1.0)
United Kingdom,2016,Females,1.8,ESTAT:SDG_05_40(1.0)
United Kingdom,2017,Females,1.5,ESTAT:SDG_05_40(1.0)
United Kingdom,2018,Females,1.4,ESTAT:SDG_05_40(1.0)
United Kingdom,2019,Females,1.4,ESTAT:SDG_05_40(1.0)
Austria,2006,Males,,ESTAT:SDG_05_40(1.0)
Austria,2007,Males,,ESTAT:SDG_05_40(1.0)
Austria,2008,Males,,ESTAT:SDG_05_40(1.0)
Austria,2009,Males,,ESTAT:SDG_05_40(1.0)
Austria,2010,Males,,ESTAT:SDG_05_40(1.0)
Austria,2011,Males,,ESTAT:SDG_05_40(1.0)
Austria,2012,Males,,ESTAT:SDG_05_40(1.0)
Austria,2013,Males,,ESTAT:SDG_05_40(1.0)
Austria,2014,Males,,ESTAT:SDG_05_40(1.0)
Austria,2015,Males,,ESTAT:SDG_05_40(1.0)
Austria,2016,Males,,ESTAT:SDG_05_40(1.0)
Austria,2017,Males,,ESTAT:SDG_05_40(1.0)
Austria,2018,Males,,ESTAT:SDG_05_40(1.0)
Austria,2019,Males,,ESTAT:SDG_05_40(1.0)
Austria,2020,Males,,ESTAT:SDG_05_40(1.0)
Austria,2021,Males,,ESTAT:SDG_05_40(1.0)
Austria,2022,Males,,ESTAT:SDG_05_40(1.0)
Austria,2023,Males,,ESTAT:SDG_05_40(1.0)
Bosnia and Herzegovina,2021,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2006,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2007,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2008,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2009,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2010,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2012,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2013,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2014,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2015,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2016,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2017,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2018,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2019,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2020,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2021,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2022,Males,,ESTAT:SDG_05_40(1.0)
Belgium,2023,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2006,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2007,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2008,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2009,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2010,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2011,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2012,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2013,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2014,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2015,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2016,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2017,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2018,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2019,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2020,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2021,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2022,Males,,ESTAT:SDG_05_40(1.0)
Bulgaria,2023,Males,,ESTAT:SDG_05_40(1.0)
Switzerland,2006,Males,,ESTAT:SDG_05_40(1.0)
Switzerland,2007,Males,,ESTAT:SDG_05_40(1.0)
Switzerland,2008,Males,,ESTAT:SDG_05_40(1.0)
Switzerland,2009,Males,,ESTAT:SDG_05_40(1.0)
Switzerland,2010,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2011,Males,0.0,ESTAT:SDG_05_40(1.0)
Switzerland,2012,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2016,Males,0.0,ESTAT:SDG_05_40(1.0)
Switzerland,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Switzerland,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Cyprus,2006,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2009,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2010,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2013,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2014,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2015,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2018,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2019,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2020,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2021,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2022,Males,,ESTAT:SDG_05_40(1.0)
Cyprus,2023,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2006,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2007,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2008,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2009,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2010,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2011,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2012,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2013,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2014,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Czechia,2016,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2017,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2018,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2019,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2020,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2021,Males,0.0,ESTAT:SDG_05_40(1.0)
Czechia,2022,Males,,ESTAT:SDG_05_40(1.0)
Czechia,2023,Males,,ESTAT:SDG_05_40(1.0)
Germany,2006,Males,,ESTAT:SDG_05_40(1.0)
Germany,2007,Males,,ESTAT:SDG_05_40(1.0)
Germany,2008,Males,,ESTAT:SDG_05_40(1.0)
Germany,2009,Males,,ESTAT:SDG_05_40(1.0)
Germany,2010,Males,,ESTAT:SDG_05_40(1.0)
Germany,2011,Males,,ESTAT:SDG_05_40(1.0)
Germany,2012,Males,0.0,ESTAT:SDG_05_40(1.0)
Germany,2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2021,Males,,ESTAT:SDG_05_40(1.0)
Germany,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Germany,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2006,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2007,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2008,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2009,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2010,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2011,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2012,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2013,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2014,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2015,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2017,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2018,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2019,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2020,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2021,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2022,Males,,ESTAT:SDG_05_40(1.0)
Denmark,2023,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2006,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2007,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2008,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2009,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2010,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2011,Males,,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2012,Males,0.0,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Estonia,2006,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2007,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2008,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2009,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2010,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2011,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2012,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2013,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2014,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2015,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2016,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2017,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2018,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2019,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2020,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2021,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2022,Males,,ESTAT:SDG_05_40(1.0)
Estonia,2023,Males,,ESTAT:SDG_05_40(1.0)
Greece,2006,Males,,ESTAT:SDG_05_40(1.0)
Greece,2007,Males,,ESTAT:SDG_05_40(1.0)
Greece,2008,Males,,ESTAT:SDG_05_40(1.0)
