country,year,vehicle,value,source
Netherlands,2016,"Motor coaches, buses and trolley buses",3.0,ESTAT:SDG_09_50(1.0)
Netherlands,2017,"Motor coaches, buses and trolley buses",2.9,ESTAT:SDG_09_50(1.0)
Netherlands,2018,"Motor coaches, buses and trolley buses",3.2,ESTAT:SDG_09_50(1.0)
Netherlands,2019,"Motor coaches, buses and trolley buses",3.2,ESTAT:SDG_09_50(1.0)
Netherlands,2020,"Motor coaches, buses and trolley buses",2.1,ESTAT:SDG_09_50(1.0)
Netherlands,2021,"Motor coaches, buses and trolley buses",2.3,ESTAT:SDG_09_50(1.0)
Netherlands,2022,"Motor coaches, buses and trolley buses",2.9,ESTAT:SDG_09_50(1.0)
Norway,2000,"Motor coaches, buses and trolley buses",8.2,ESTAT:SDG_09_50(1.0)
Norway,2001,"Motor coaches, buses and trolley buses",6.9,ESTAT:SDG_09_50(1.0)
Norway,2002,"Motor coaches, buses and trolley buses",6.9,ESTAT:SDG_09_50(1.0)
Norway,2003,"Motor coaches, buses and trolley buses",6.6,ESTAT:SDG_09_50(1.0)
Norway,2004,"Motor coaches, buses and trolley buses",7.1,ESTAT:SDG_09_50(1.0)
Norway,2005,"Motor coaches, buses and trolley buses",7.1,ESTAT:SDG_09_50(1.0)
Norway,2006,"Motor coaches, buses and trolley buses",6.9,ESTAT:SDG_09_50(1.0)
Norway,2007,"Motor coaches, buses and trolley buses",6.7,ESTAT:SDG_09_50(1.0)
Norway,2008,"Motor coaches, buses and trolley buses",6.7,ESTAT:SDG_09_50(1.0)
Norway,2009,"Motor coaches, buses and trolley buses",6.7,ESTAT:SDG_09_50(1.0)
Norway,2010,"Motor coaches, buses and trolley buses",6.9,ESTAT:SDG_09_50(1.0)
Norway,2011,"Motor coaches, buses and trolley buses",7.0,ESTAT:SDG_09_50(1.0)
Norway,2012,"Motor coaches, buses and trolley buses",5.6,ESTAT:SDG_09_50(1.0)
Norway,2013,"Motor coaches, buses and trolley buses",5.5,ESTAT:SDG_09_50(1.0)
Norway,2014,"Motor coaches, buses and trolley buses",5.4,ESTAT:SDG_09_50(1.0)
Norway,2015,"Motor coaches, buses and trolley buses",5.7,ESTAT:SDG_09_50(1.0)
Norway,2016,"Motor coaches, buses and trolley buses",5.8,ESTAT:SDG_09_50(1.0)
Norway,2017,"Motor coaches, buses and trolley buses",6.4,ESTAT:SDG_09_50(1.0)
Norway,2018,"Motor coaches, buses and trolley buses",6.5,ESTAT:SDG_09_50(1.0)
Norway,2019,"Motor coaches, buses and trolley buses",6.9,ESTAT:SDG_09_50(1.0)
Norway,2020,"Motor coaches, buses and trolley buses",4.8,ESTAT:SDG_09_50(1.0)
Norway,2021,"Motor coaches, buses and trolley buses",4.7,ESTAT:SDG_09_50(1.0)
Norway,2022,"Motor coaches, buses and trolley buses",5.0,ESTAT:SDG_09_50(1.0)
Poland,2000,"Motor coaches, buses and trolley buses",15.4,ESTAT:SDG_09_50(1.0)
Poland,2001,"Motor coaches, buses and trolley buses",14.7,ESTAT:SDG_09_50(1.0)
Poland,2002,"Motor coaches, buses and trolley buses",13.5,ESTAT:SDG_09_50(1.0)
Poland,2003,"Motor coaches, buses and trolley buses",13.5,ESTAT:SDG_09_50(1.0)
Poland,2004,"Motor coaches, buses and trolley buses",23.6,ESTAT:SDG_09_50(1.0)
Poland,2005,"Motor coaches, buses and trolley buses",22.4,ESTAT:SDG_09_50(1.0)
Poland,2006,"Motor coaches, buses and trolley buses",10.6,ESTAT:SDG_09_50(1.0)
Poland,2007,"Motor coaches, buses and trolley buses",13.1,ESTAT:SDG_09_50(1.0)
Poland,2008,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Poland,2009,"Motor coaches, buses and trolley buses",12.6,ESTAT:SDG_09_50(1.0)
Poland,2010,"Motor coaches, buses and trolley buses",16.8,ESTAT:SDG_09_50(1.0)
Poland,2011,"Motor coaches, buses and trolley buses",15.7,ESTAT:SDG_09_50(1.0)
Poland,2012,"Motor coaches, buses and trolley buses",16.0,ESTAT:SDG_09_50(1.0)
Poland,2013,"Motor coaches, buses and trolley buses",15.2,ESTAT:SDG_09_50(1.0)
Poland,2014,"Motor coaches, buses and trolley buses",15.5,ESTAT:SDG_09_50(1.0)
Poland,2015,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Poland,2016,"Motor coaches, buses and trolley buses",13.7,ESTAT:SDG_09_50(1.0)
Poland,2017,"Motor coaches, buses and trolley buses",13.0,ESTAT:SDG_09_50(1.0)
Poland,2018,"Motor coaches, buses and trolley buses",12.2,ESTAT:SDG_09_50(1.0)
Poland,2019,"Motor coaches, buses and trolley buses",12.5,ESTAT:SDG_09_50(1.0)
Poland,2020,"Motor coaches, buses and trolley buses",7.5,ESTAT:SDG_09_50(1.0)
Poland,2021,"Motor coaches, buses and trolley buses",7.8,ESTAT:SDG_09_50(1.0)
Poland,2022,"Motor coaches, buses and trolley buses",9.0,ESTAT:SDG_09_50(1.0)
Portugal,2000,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Portugal,2001,"Motor coaches, buses and trolley buses",12.6,ESTAT:SDG_09_50(1.0)
Portugal,2002,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Portugal,2003,"Motor coaches, buses and trolley buses",11.0,ESTAT:SDG_09_50(1.0)
Portugal,2004,"Motor coaches, buses and trolley buses",11.1,ESTAT:SDG_09_50(1.0)
Portugal,2005,"Motor coaches, buses and trolley buses",6.7,ESTAT:SDG_09_50(1.0)
Portugal,2006,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
Portugal,2007,"Motor coaches, buses and trolley buses",6.5,ESTAT:SDG_09_50(1.0)
Portugal,2008,"Motor coaches, buses and trolley buses",6.4,ESTAT:SDG_09_50(1.0)
Portugal,2009,"Motor coaches, buses and trolley buses",6.2,ESTAT:SDG_09_50(1.0)
Portugal,2010,"Motor coaches, buses and trolley buses",6.5,ESTAT:SDG_09_50(1.0)
Portugal,2011,"Motor coaches, buses and trolley buses",5.1,ESTAT:SDG_09_50(1.0)
Portugal,2012,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
Portugal,2013,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
Portugal,2014,"Motor coaches, buses and trolley buses",4.8,ESTAT:SDG_09_50(1.0)
Portugal,2015,"Motor coaches, buses and trolley buses",5.8,ESTAT:SDG_09_50(1.0)
Portugal,2016,"Motor coaches, buses and trolley buses",5.3,ESTAT:SDG_09_50(1.0)
Portugal,2017,"Motor coaches, buses and trolley buses",6.0,ESTAT:SDG_09_50(1.0)
Portugal,2018,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
Portugal,2019,"Motor coaches, buses and trolley buses",6.1,ESTAT:SDG_09_50(1.0)
Portugal,2020,"Motor coaches, buses and trolley buses",4.2,ESTAT:SDG_09_50(1.0)
Portugal,2021,"Motor coaches, buses and trolley buses",5.7,ESTAT:SDG_09_50(1.0)
Portugal,2022,"Motor coaches, buses and trolley buses",7.6,ESTAT:SDG_09_50(1.0)
Romania,2000,"Motor coaches, buses and trolley buses",12.2,ESTAT:SDG_09_50(1.0)
Romania,2001,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Romania,2002,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Romania,2003,"Motor coaches, buses and trolley buses",12.8,ESTAT:SDG_09_50(1.0)
Romania,2004,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Romania,2005,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Romania,2006,"Motor coaches, buses and trolley buses",14.0,ESTAT:SDG_09_50(1.0)
Romania,2007,"Motor coaches, buses and trolley buses",14.0,ESTAT:SDG_09_50(1.0)
Romania,2008,"Motor coaches, buses and trolley buses",20.7,ESTAT:SDG_09_50(1.0)
Romania,2009,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Romania,2010,"Motor coaches, buses and trolley buses",16.3,ESTAT:SDG_09_50(1.0)
Romania,2011,"Motor coaches, buses and trolley buses",16.2,ESTAT:SDG_09_50(1.0)
Romania,2012,"Motor coaches, buses and trolley buses",17.2,ESTAT:SDG_09_50(1.0)
Romania,2013,"Motor coaches, buses and trolley buses",16.8,ESTAT:SDG_09_50(1.0)
Romania,2014,"Motor coaches, buses and trolley buses",16.9,ESTAT:SDG_09_50(1.0)
Romania,2015,"Motor coaches, buses and trolley buses",17.6,ESTAT:SDG_09_50(1.0)
Romania,2016,"Motor coaches, buses and trolley buses",17.6,ESTAT:SDG_09_50(1.0)
Romania,2017,"Motor coaches, buses and trolley buses",17.7,ESTAT:SDG_09_50(1.0)
Romania,2018,"Motor coaches, buses and trolley buses",17.0,ESTAT:SDG_09_50(1.0)
Romania,2019,"Motor coaches, buses and trolley buses",16.9,ESTAT:SDG_09_50(1.0)
Romania,2020,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
Romania,2021,"Motor coaches, buses and trolley buses",13.7,ESTAT:SDG_09_50(1.0)
Romania,2022,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Serbia,2010,"Motor coaches, buses and trolley buses",13.0,ESTAT:SDG_09_50(1.0)
Serbia,2011,"Motor coaches, buses and trolley buses",14.9,ESTAT:SDG_09_50(1.0)
Serbia,2012,"Motor coaches, buses and trolley buses",14.6,ESTAT:SDG_09_50(1.0)
Serbia,2013,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
Serbia,2014,"Motor coaches, buses and trolley buses",13.0,ESTAT:SDG_09_50(1.0)
Serbia,2015,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Serbia,2016,"Motor coaches, buses and trolley buses",12.5,ESTAT:SDG_09_50(1.0)
Serbia,2017,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Serbia,2018,"Motor coaches, buses and trolley buses",13.9,ESTAT:SDG_09_50(1.0)
Serbia,2019,"Motor coaches, buses and trolley buses",12.9,ESTAT:SDG_09_50(1.0)
Serbia,2020,"Motor coaches, buses and trolley buses",10.0,ESTAT:SDG_09_50(1.0)
Serbia,2021,"Motor coaches, buses and trolley buses",10.6,ESTAT:SDG_09_50(1.0)
Serbia,2022,"Motor coaches, buses and trolley buses",12.3,ESTAT:SDG_09_50(1.0)
Sweden,2000,"Motor coaches, buses and trolley buses",8.6,ESTAT:SDG_09_50(1.0)
Sweden,2001,"Motor coaches, buses and trolley buses",8.3,ESTAT:SDG_09_50(1.0)
Sweden,2002,"Motor coaches, buses and trolley buses",8.2,ESTAT:SDG_09_50(1.0)
Sweden,2003,"Motor coaches, buses and trolley buses",8.0,ESTAT:SDG_09_50(1.0)
Sweden,2004,"Motor coaches, buses and trolley buses",7.8,ESTAT:SDG_09_50(1.0)
Sweden,2005,"Motor coaches, buses and trolley buses",7.6,ESTAT:SDG_09_50(1.0)
Sweden,2006,"Motor coaches, buses and trolley buses",7.6,ESTAT:SDG_09_50(1.0)
Sweden,2007,"Motor coaches, buses and trolley buses",7.4,ESTAT:SDG_09_50(1.0)
Sweden,2008,"Motor coaches, buses and trolley buses",7.2,ESTAT:SDG_09_50(1.0)
Sweden,2009,"Motor coaches, buses and trolley buses",7.1,ESTAT:SDG_09_50(1.0)
Sweden,2010,"Motor coaches, buses and trolley buses",7.2,ESTAT:SDG_09_50(1.0)
Sweden,2011,"Motor coaches, buses and trolley buses",7.4,ESTAT:SDG_09_50(1.0)
Sweden,2012,"Motor coaches, buses and trolley buses",7.3,ESTAT:SDG_09_50(1.0)
Sweden,2013,"Motor coaches, buses and trolley buses",7.5,ESTAT:SDG_09_50(1.0)
Sweden,2014,"Motor coaches, buses and trolley buses",7.3,ESTAT:SDG_09_50(1.0)
Sweden,2015,"Motor coaches, buses and trolley buses",7.3,ESTAT:SDG_09_50(1.0)
Sweden,2016,"Motor coaches, buses and trolley buses",8.5,ESTAT:SDG_09_50(1.0)
Sweden,2017,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Sweden,2018,"Motor coaches, buses and trolley buses",8.3,ESTAT:SDG_09_50(1.0)
Sweden,2019,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Sweden,2020,"Motor coaches, buses and trolley buses",8.4,ESTAT:SDG_09_50(1.0)
Sweden,2021,"Motor coaches, buses and trolley buses",8.3,ESTAT:SDG_09_50(1.0)
Sweden,2022,"Motor coaches, buses and trolley buses",8.0,ESTAT:SDG_09_50(1.0)
Slovenia,2000,"Motor coaches, buses and trolley buses",14.3,ESTAT:SDG_09_50(1.0)
Slovenia,2001,"Motor coaches, buses and trolley buses",13.6,ESTAT:SDG_09_50(1.0)
Slovenia,2002,"Motor coaches, buses and trolley buses",13.2,ESTAT:SDG_09_50(1.0)
Slovenia,2003,"Motor coaches, buses and trolley buses",13.5,ESTAT:SDG_09_50(1.0)
Slovenia,2004,"Motor coaches, buses and trolley buses",12.4,ESTAT:SDG_09_50(1.0)
Slovenia,2005,"Motor coaches, buses and trolley buses",11.6,ESTAT:SDG_09_50(1.0)
Slovenia,2006,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Slovenia,2007,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Slovenia,2008,"Motor coaches, buses and trolley buses",10.9,ESTAT:SDG_09_50(1.0)
Slovenia,2009,"Motor coaches, buses and trolley buses",10.7,ESTAT:SDG_09_50(1.0)
Slovenia,2010,"Motor coaches, buses and trolley buses",10.8,ESTAT:SDG_09_50(1.0)
Slovenia,2011,"Motor coaches, buses and trolley buses",11.0,ESTAT:SDG_09_50(1.0)
Slovenia,2012,"Motor coaches, buses and trolley buses",11.1,ESTAT:SDG_09_50(1.0)
Slovenia,2013,"Motor coaches, buses and trolley buses",11.4,ESTAT:SDG_09_50(1.0)
Slovenia,2014,"Motor coaches, buses and trolley buses",11.6,ESTAT:SDG_09_50(1.0)
Slovenia,2015,"Motor coaches, buses and trolley buses",11.8,ESTAT:SDG_09_50(1.0)
Slovenia,2016,"Motor coaches, buses and trolley buses",11.9,ESTAT:SDG_09_50(1.0)
Slovenia,2017,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Slovenia,2018,"Motor coaches, buses and trolley buses",11.7,ESTAT:SDG_09_50(1.0)
Slovenia,2019,"Motor coaches, buses and trolley buses",11.6,ESTAT:SDG_09_50(1.0)
Slovenia,2020,"Motor coaches, buses and trolley buses",8.6,ESTAT:SDG_09_50(1.0)
Slovenia,2021,"Motor coaches, buses and trolley buses",9.5,ESTAT:SDG_09_50(1.0)
Slovenia,2022,"Motor coaches, buses and trolley buses",11.6,ESTAT:SDG_09_50(1.0)
Slovakia,2000,"Motor coaches, buses and trolley buses",27.8,ESTAT:SDG_09_50(1.0)
Slovakia,2001,"Motor coaches, buses and trolley buses",27.8,ESTAT:SDG_09_50(1.0)
Slovakia,2002,"Motor coaches, buses and trolley buses",26.0,ESTAT:SDG_09_50(1.0)
Slovakia,2003,"Motor coaches, buses and trolley buses",24.8,ESTAT:SDG_09_50(1.0)
Slovakia,2004,"Motor coaches, buses and trolley buses",26.2,ESTAT:SDG_09_50(1.0)
Slovakia,2005,"Motor coaches, buses and trolley buses",24.8,ESTAT:SDG_09_50(1.0)
Slovakia,2006,"Motor coaches, buses and trolley buses",23.3,ESTAT:SDG_09_50(1.0)
Slovakia,2007,"Motor coaches, buses and trolley buses",22.0,ESTAT:SDG_09_50(1.0)
Slovakia,2008,"Motor coaches, buses and trolley buses",20.3,ESTAT:SDG_09_50(1.0)
Slovakia,2009,"Motor coaches, buses and trolley buses",16.1,ESTAT:SDG_09_50(1.0)
Slovakia,2010,"Motor coaches, buses and trolley buses",15.5,ESTAT:SDG_09_50(1.0)
Slovakia,2011,"Motor coaches, buses and trolley buses",15.6,ESTAT:SDG_09_50(1.0)
Slovakia,2012,"Motor coaches, buses and trolley buses",15.1,ESTAT:SDG_09_50(1.0)
Slovakia,2013,"Motor coaches, buses and trolley buses",14.7,ESTAT:SDG_09_50(1.0)
Slovakia,2014,"Motor coaches, buses and trolley buses",15.1,ESTAT:SDG_09_50(1.0)
Slovakia,2015,"Motor coaches, buses and trolley buses",15.8,ESTAT:SDG_09_50(1.0)
Slovakia,2016,"Motor coaches, buses and trolley buses",16.0,ESTAT:SDG_09_50(1.0)
Slovakia,2017,"Motor coaches, buses and trolley buses",14.4,ESTAT:SDG_09_50(1.0)
Slovakia,2018,"Motor coaches, buses and trolley buses",14.1,ESTAT:SDG_09_50(1.0)
Slovakia,2019,"Motor coaches, buses and trolley buses",13.8,ESTAT:SDG_09_50(1.0)
Slovakia,2020,"Motor coaches, buses and trolley buses",11.9,ESTAT:SDG_09_50(1.0)
Slovakia,2021,"Motor coaches, buses and trolley buses",10.6,ESTAT:SDG_09_50(1.0)
Slovakia,2022,"Motor coaches, buses and trolley buses",12.2,ESTAT:SDG_09_50(1.0)
Türkiye,2000,"Motor coaches, buses and trolley buses",50.7,ESTAT:SDG_09_50(1.0)
Türkiye,2001,"Motor coaches, buses and trolley buses",47.0,ESTAT:SDG_09_50(1.0)
Türkiye,2002,"Motor coaches, buses and trolley buses",47.8,ESTAT:SDG_09_50(1.0)
Türkiye,2003,"Motor coaches, buses and trolley buses",47.4,ESTAT:SDG_09_50(1.0)
Türkiye,2004,"Motor coaches, buses and trolley buses",45.9,ESTAT:SDG_09_50(1.0)
Türkiye,2005,"Motor coaches, buses and trolley buses",45.0,ESTAT:SDG_09_50(1.0)
Türkiye,2006,"Motor coaches, buses and trolley buses",43.4,ESTAT:SDG_09_50(1.0)
Türkiye,2007,"Motor coaches, buses and trolley buses",42.4,ESTAT:SDG_09_50(1.0)
Türkiye,2008,"Motor coaches, buses and trolley buses",41.3,ESTAT:SDG_09_50(1.0)
Türkiye,2009,"Motor coaches, buses and trolley buses",40.6,ESTAT:SDG_09_50(1.0)
Türkiye,2010,"Motor coaches, buses and trolley buses",38.3,ESTAT:SDG_09_50(1.0)
Türkiye,2011,"Motor coaches, buses and trolley buses",38.7,ESTAT:SDG_09_50(1.0)
Türkiye,2012,"Motor coaches, buses and trolley buses",36.9,ESTAT:SDG_09_50(1.0)
Türkiye,2013,"Motor coaches, buses and trolley buses",35.0,ESTAT:SDG_09_50(1.0)
Türkiye,2014,"Motor coaches, buses and trolley buses",33.6,ESTAT:SDG_09_50(1.0)
Türkiye,2015,"Motor coaches, buses and trolley buses",30.9,ESTAT:SDG_09_50(1.0)
Türkiye,2016,"Motor coaches, buses and trolley buses",28.6,ESTAT:SDG_09_50(1.0)
Türkiye,2017,"Motor coaches, buses and trolley buses",28.3,ESTAT:SDG_09_50(1.0)
Türkiye,2018,"Motor coaches, buses and trolley buses",29.9,ESTAT:SDG_09_50(1.0)
Türkiye,2019,"Motor coaches, buses and trolley buses",28.8,ESTAT:SDG_09_50(1.0)
Türkiye,2020,"Motor coaches, buses and trolley buses",25.4,ESTAT:SDG_09_50(1.0)
Türkiye,2021,"Motor coaches, buses and trolley buses",23.9,ESTAT:SDG_09_50(1.0)
Türkiye,2022,"Motor coaches, buses and trolley buses",27.0,ESTAT:SDG_09_50(1.0)
United Kingdom,2000,"Motor coaches, buses and trolley buses",6.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2001,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
United Kingdom,2002,"Motor coaches, buses and trolley buses",6.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2003,"Motor coaches, buses and trolley buses",6.1,ESTAT:SDG_09_50(1.0)
United Kingdom,2004,"Motor coaches, buses and trolley buses",6.3,ESTAT:SDG_09_50(1.0)
United Kingdom,2005,"Motor coaches, buses and trolley buses",6.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2006,"Motor coaches, buses and trolley buses",5.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2007,"Motor coaches, buses and trolley buses",5.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2008,"Motor coaches, buses and trolley buses",5.9,ESTAT:SDG_09_50(1.0)
United Kingdom,2009,"Motor coaches, buses and trolley buses",6.0,ESTAT:SDG_09_50(1.0)
United Kingdom,2010,"Motor coaches, buses and trolley buses",6.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2011,"Motor coaches, buses and trolley buses",5.9,ESTAT:SDG_09_50(1.0)
United Kingdom,2012,"Motor coaches, buses and trolley buses",5.6,ESTAT:SDG_09_50(1.0)
United Kingdom,2013,"Motor coaches, buses and trolley buses",5.4,ESTAT:SDG_09_50(1.0)
United Kingdom,2014,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2015,"Motor coaches, buses and trolley buses",5.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2016,"Motor coaches, buses and trolley buses",4.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2017,"Motor coaches, buses and trolley buses",5.0,ESTAT:SDG_09_50(1.0)
United Kingdom,2018,"Motor coaches, buses and trolley buses",4.6,ESTAT:SDG_09_50(1.0)
United Kingdom,2019,"Motor coaches, buses and trolley buses",5.6,ESTAT:SDG_09_50(1.0)
Austria,2000,Trains,9.8,ESTAT:SDG_09_50(1.0)
Austria,2001,Trains,9.7,ESTAT:SDG_09_50(1.0)
Austria,2002,Trains,9.7,ESTAT:SDG_09_50(1.0)
Austria,2003,Trains,9.5,ESTAT:SDG_09_50(1.0)
Austria,2004,Trains,9.5,ESTAT:SDG_09_50(1.0)
Austria,2005,Trains,9.8,ESTAT:SDG_09_50(1.0)
Austria,2006,Trains,10.0,ESTAT:SDG_09_50(1.0)
Austria,2007,Trains,10.1,ESTAT:SDG_09_50(1.0)
Austria,2008,Trains,11.8,ESTAT:SDG_09_50(1.0)
Austria,2009,Trains,11.8,ESTAT:SDG_09_50(1.0)
Austria,2010,Trains,11.8,ESTAT:SDG_09_50(1.0)
Austria,2011,Trains,12.1,ESTAT:SDG_09_50(1.0)
Austria,2012,Trains,11.8,ESTAT:SDG_09_50(1.0)
Austria,2013,Trains,12.3,ESTAT:SDG_09_50(1.0)
Austria,2014,Trains,12.2,ESTAT:SDG_09_50(1.0)
Austria,2015,Trains,12.1,ESTAT:SDG_09_50(1.0)
Austria,2016,Trains,12.1,ESTAT:SDG_09_50(1.0)
Austria,2017,Trains,12.0,ESTAT:SDG_09_50(1.0)
Austria,2018,Trains,13.5,ESTAT:SDG_09_50(1.0)
Austria,2019,Trains,13.9,ESTAT:SDG_09_50(1.0)
Austria,2020,Trains,8.9,ESTAT:SDG_09_50(1.0)
Austria,2021,Trains,10.1,ESTAT:SDG_09_50(1.0)
Austria,2022,Trains,14.2,ESTAT:SDG_09_50(1.0)
Belgium,2000,Trains,6.3,ESTAT:SDG_09_50(1.0)
Belgium,2001,Trains,6.4,ESTAT:SDG_09_50(1.0)
Belgium,2002,Trains,6.5,ESTAT:SDG_09_50(1.0)
Belgium,2003,Trains,6.5,ESTAT:SDG_09_50(1.0)
Belgium,2004,Trains,7.1,ESTAT:SDG_09_50(1.0)
Belgium,2005,Trains,6.3,ESTAT:SDG_09_50(1.0)
Belgium,2006,Trains,6.6,ESTAT:SDG_09_50(1.0)
Belgium,2007,Trains,6.6,ESTAT:SDG_09_50(1.0)
Belgium,2008,Trains,7.2,ESTAT:SDG_09_50(1.0)
Belgium,2009,Trains,7.3,ESTAT:SDG_09_50(1.0)
Belgium,2010,Trains,7.5,ESTAT:SDG_09_50(1.0)
Belgium,2011,Trains,7.7,ESTAT:SDG_09_50(1.0)
Belgium,2012,Trains,6.9,ESTAT:SDG_09_50(1.0)
Belgium,2013,Trains,7.0,ESTAT:SDG_09_50(1.0)
Belgium,2014,Trains,7.4,ESTAT:SDG_09_50(1.0)
Belgium,2015,Trains,7.6,ESTAT:SDG_09_50(1.0)
Belgium,2016,Trains,7.6,ESTAT:SDG_09_50(1.0)
Belgium,2017,Trains,7.8,ESTAT:SDG_09_50(1.0)
Belgium,2018,Trains,8.0,ESTAT:SDG_09_50(1.0)
Belgium,2019,Trains,8.2,ESTAT:SDG_09_50(1.0)
Belgium,2020,Trains,6.9,ESTAT:SDG_09_50(1.0)
Belgium,2021,Trains,6.2,ESTAT:SDG_09_50(1.0)
Belgium,2022,Trains,7.8,ESTAT:SDG_09_50(1.0)
Bulgaria,2000,Trains,7.8,ESTAT:SDG_09_50(1.0)
Bulgaria,2001,Trains,6.6,ESTAT:SDG_09_50(1.0)
Bulgaria,2002,Trains,5.4,ESTAT:SDG_09_50(1.0)
Bulgaria,2003,Trains,5.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2004,Trains,5.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2005,Trains,4.8,ESTAT:SDG_09_50(1.0)
Bulgaria,2006,Trains,4.7,ESTAT:SDG_09_50(1.0)
Bulgaria,2007,Trains,4.4,ESTAT:SDG_09_50(1.0)
Bulgaria,2008,Trains,4.0,ESTAT:SDG_09_50(1.0)
Bulgaria,2009,Trains,3.7,ESTAT:SDG_09_50(1.0)
Bulgaria,2010,Trains,3.6,ESTAT:SDG_09_50(1.0)
Bulgaria,2011,Trains,3.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2012,Trains,3.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2013,Trains,2.9,ESTAT:SDG_09_50(1.0)
Bulgaria,2014,Trains,2.6,ESTAT:SDG_09_50(1.0)
Bulgaria,2015,Trains,2.3,ESTAT:SDG_09_50(1.0)
Bulgaria,2016,Trains,2.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2017,Trains,2.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2018,Trains,2.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2019,Trains,2.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2020,Trains,2.0,ESTAT:SDG_09_50(1.0)
Bulgaria,2021,Trains,2.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2022,Trains,2.5,ESTAT:SDG_09_50(1.0)
Switzerland,2000,Trains,13.7,ESTAT:SDG_09_50(1.0)
Switzerland,2001,Trains,14.2,ESTAT:SDG_09_50(1.0)
Switzerland,2002,Trains,14.8,ESTAT:SDG_09_50(1.0)
Switzerland,2003,Trains,15.0,ESTAT:SDG_09_50(1.0)
Switzerland,2004,Trains,15.3,ESTAT:SDG_09_50(1.0)
Switzerland,2005,Trains,16.3,ESTAT:SDG_09_50(1.0)
Switzerland,2006,Trains,16.5,ESTAT:SDG_09_50(1.0)
Switzerland,2007,Trains,17.0,ESTAT:SDG_09_50(1.0)
Switzerland,2008,Trains,17.1,ESTAT:SDG_09_50(1.0)
Switzerland,2009,Trains,17.4,ESTAT:SDG_09_50(1.0)
Switzerland,2010,Trains,17.6,ESTAT:SDG_09_50(1.0)
Switzerland,2011,Trains,19.6,ESTAT:SDG_09_50(1.0)
Switzerland,2012,Trains,19.2,ESTAT:SDG_09_50(1.0)
Switzerland,2013,Trains,19.3,ESTAT:SDG_09_50(1.0)
Switzerland,2014,Trains,19.6,ESTAT:SDG_09_50(1.0)
Switzerland,2015,Trains,19.7,ESTAT:SDG_09_50(1.0)
Switzerland,2016,Trains,19.8,ESTAT:SDG_09_50(1.0)
Switzerland,2017,Trains,19.6,ESTAT:SDG_09_50(1.0)
Switzerland,2018,Trains,19.3,ESTAT:SDG_09_50(1.0)
Switzerland,2019,Trains,20.0,ESTAT:SDG_09_50(1.0)
